"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ppwd1",0.00581853854239976,0.134683736960673,0.253,0.19,1,"EPO_responsive","Ppwd1"
"Mcm7",0.00585120575578547,0.128544284065727,0.585,0.507,1,"EPO_responsive","Mcm7"
"Nutf2",0.00591084585018029,0.127786910984135,0.551,0.479,1,"EPO_responsive","Nutf2"
"Spcs1",0.00600538079763175,0.141784404401545,0.763,0.726,1,"EPO_responsive","Spcs1"
"Ddx20",0.00603927861490904,0.100841551390523,0.149,0.096,1,"EPO_responsive","Ddx20"
"Zfp706",0.00623737582536102,0.0866240489489527,0.927,0.89,1,"EPO_responsive","Zfp706"
"Ube2c",0.0062551177996653,0.294369618173823,0.234,0.183,1,"EPO_responsive","Ube2c"
"Cd48",0.00638636563385244,0.105302640446228,0.104,0.067,1,"EPO_responsive","Cd48"
"Ttk",0.00644167937681107,0.095522031558667,0.133,0.092,1,"EPO_responsive","Ttk"
"Tmco1",0.00656772816538043,0.135670188063982,0.791,0.752,1,"EPO_responsive","Tmco1"
"Sirt7",0.00668128080068733,0.139990717333271,0.301,0.228,1,"EPO_responsive","Sirt7"
"Nmt2",0.00671070643797533,0.112940581596383,0.443,0.369,1,"EPO_responsive","Nmt2"
"Cnih4",0.00674545928096041,0.134871596186613,0.57,0.507,1,"EPO_responsive","Cnih4"
"Srsf6",0.00682919820549731,0.124944493349384,0.731,0.661,1,"EPO_responsive","Srsf6"
"Tbca",0.00683305883008493,0.0925058763409734,0.911,0.861,1,"EPO_responsive","Tbca"
"Nudt21",0.00685885886426723,0.109847299140433,0.706,0.632,1,"EPO_responsive","Nudt21"
"Hccs",0.00688855914692946,0.12158460112792,0.231,0.17,1,"EPO_responsive","Hccs"
"Grpel1",0.0069797337564931,0.102318555774547,0.551,0.462,1,"EPO_responsive","Grpel1"
"Klhl9",0.0070034394208068,0.133129166501423,0.386,0.317,1,"EPO_responsive","Klhl9"
"Mns1",0.00706795224088779,0.126579243196296,0.212,0.161,1,"EPO_responsive","Mns1"
"Pcmt1",0.00707534492678024,0.128902528166096,0.579,0.512,1,"EPO_responsive","Pcmt1"
"Snrpd3",0.00714959841282172,0.106017993017702,0.848,0.776,1,"EPO_responsive","Snrpd3"
"Prmt1",0.00718099808719549,0.123144677252019,0.649,0.581,1,"EPO_responsive","Prmt1"
"Sap18",0.00747608524286625,0.124445295804286,0.655,0.588,1,"EPO_responsive","Sap18"
"Ak6",0.00771952478129677,0.126714871725503,0.386,0.323,1,"EPO_responsive","Ak6"
"Tmed2",0.00772591681447366,0.110411482579221,0.816,0.766,1,"EPO_responsive","Tmed2"
"Clspn",0.00775790848076615,0.156594975788385,0.304,0.252,1,"EPO_responsive","Clspn"
"Tdp2",0.00795538193885521,0.120427563276389,0.342,0.268,1,"EPO_responsive","Tdp2"
"Ndufs4",0.00796387283457234,0.14760527395771,0.608,0.547,1,"EPO_responsive","Ndufs4"
"Rap2b",0.00816275555954911,0.0966609959957767,0.367,0.278,1,"EPO_responsive","Rap2b"
"Psmd14",0.00818165266081451,0.116275974358597,0.402,0.327,1,"EPO_responsive","Psmd14"
"Cacybp",0.00834875622930304,0.120372819432375,0.699,0.636,1,"EPO_responsive","Cacybp"
"Mnd1",0.00850494977985874,0.073846885944744,0.13,0.077,1,"EPO_responsive","Mnd1"
"Sub1",0.00855753633962085,0.0979776210127259,0.962,0.959,1,"EPO_responsive","Sub1"
"Idh3a",0.00872491393022783,0.108821472188121,0.513,0.437,1,"EPO_responsive","Idh3a"
"Tmem126a",0.00877482260533585,0.12147387877896,0.396,0.324,1,"EPO_responsive","Tmem126a"
"Pycrl",0.0088434145717061,0.105464353973916,0.348,0.269,1,"EPO_responsive","Pycrl"
"Eif2b3",0.00898054849280047,0.120170824261263,0.165,0.116,1,"EPO_responsive","Eif2b3"
"Plekhj1",0.00914810158898017,0.138203592572333,0.728,0.676,1,"EPO_responsive","Plekhj1"
"Mrpl51",0.0092202947945081,0.141603440266698,0.671,0.625,1,"EPO_responsive","Mrpl51"
"Slfn9",0.00943461485079191,0.112560887169694,0.146,0.1,1,"EPO_responsive","Slfn9"
"Gpaa1",0.00980434277641447,0.12802772036163,0.345,0.281,1,"EPO_responsive","Gpaa1"
"Ddi2",0.00991671825567376,0.0926318331327655,0.199,0.135,1,"EPO_responsive","Ddi2"
"Cetn3",0.0100351203267175,0.101156460602838,0.753,0.679,1,"EPO_responsive","Cetn3"
"Phb2",0.0103448003686057,0.102622880450451,0.81,0.751,1,"EPO_responsive","Phb2"
"Dynlrb1",0.0104495327225838,0.0910933410742991,0.861,0.817,1,"EPO_responsive","Dynlrb1"
"Immp1l",0.0104741692622957,0.151620025627833,0.617,0.578,1,"EPO_responsive","Immp1l"
"Emp3",0.0107080479556252,0.103412538624715,0.88,0.842,1,"EPO_responsive","Emp3"
"Stoml2",0.0109682341700939,0.139632374042662,0.538,0.495,1,"EPO_responsive","Stoml2"
"Vps36",0.0110018287485035,0.0982438424066016,0.516,0.43,1,"EPO_responsive","Vps36"
"Tmem237",0.0111191075502243,0.136512253098491,0.222,0.172,1,"EPO_responsive","Tmem237"
"Bcas2",0.011144936808185,0.107294285139941,0.696,0.637,1,"EPO_responsive","Bcas2"
"Fkbp11",0.011149850076901,0.109745625858289,0.199,0.146,1,"EPO_responsive","Fkbp11"
"Rheb",0.0111964902624588,0.110998022735413,0.722,0.666,1,"EPO_responsive","Rheb"
"Commd8",0.0112734901523407,0.132832248085792,0.421,0.361,1,"EPO_responsive","Commd8"
"Ndufb10",0.0113493430708563,0.10065897330581,0.759,0.697,1,"EPO_responsive","Ndufb10"
"Mrpl40",0.011427852567174,0.147625862611072,0.491,0.434,1,"EPO_responsive","Mrpl40"
"Smc6",0.0114496573590326,0.13133934702828,0.639,0.574,1,"EPO_responsive","Smc6"
"Nkg7",0.0114531548172945,0.129505772479127,0.326,0.246,1,"EPO_responsive","Nkg7"
"Tmem181a",0.0114822081635112,0.109975964922265,0.184,0.125,1,"EPO_responsive","Tmem181a"
"Ndufs6",0.0115453276182448,0.105071950764245,0.741,0.68,1,"EPO_responsive","Ndufs6"
"Abracl",0.0117047299820556,0.103919614779486,0.858,0.815,1,"EPO_responsive","Abracl"
"Sephs1",0.0119018527623317,0.0940490529295683,0.199,0.139,1,"EPO_responsive","Sephs1"
"Manf",0.0119069277912128,0.112611297668173,0.696,0.636,1,"EPO_responsive","Manf"
"Lap3",0.0120544152872367,0.113789641934567,0.377,0.301,1,"EPO_responsive","Lap3"
"Hn1l",0.0122327467950095,0.1150416643124,0.453,0.382,1,"EPO_responsive","Hn1l"
"Fam96a",0.0123321427361235,0.0978057889810173,0.741,0.676,1,"EPO_responsive","Fam96a"
"Tceb2",0.0124031255539052,0.0750134306370014,0.965,0.95,1,"EPO_responsive","Tceb2"
"Mrps34",0.012438707003443,0.114802847979391,0.405,0.336,1,"EPO_responsive","Mrps34"
"Dynlt1a",0.0125064823278822,0.0982974621871719,0.13,0.089,1,"EPO_responsive","Dynlt1a"
"Lbr",0.0126625977245976,0.12800793512407,0.453,0.387,1,"EPO_responsive","Lbr"
"Sass6",0.0126996321264559,0.0932267529649464,0.152,0.104,1,"EPO_responsive","Sass6"
"Hsp90aa1",0.0128064882751406,0.100420584325152,0.918,0.893,1,"EPO_responsive","Hsp90aa1"
"Gtf2h5",0.0129185466993992,0.13520147842796,0.627,0.569,1,"EPO_responsive","Gtf2h5"
"Fra10ac1",0.0129265838660664,0.10438762132655,0.266,0.206,1,"EPO_responsive","Fra10ac1"
"Tmem167",0.0130464992219679,0.117189020876087,0.642,0.578,1,"EPO_responsive","Tmem167"
"Nsmce1",0.0133074719466086,0.125821798366279,0.443,0.381,1,"EPO_responsive","Nsmce1"
"Hmgb3",0.0134942857572932,0.124338189597276,0.75,0.703,1,"EPO_responsive","Hmgb3"
"Vapa",0.0134949276428278,0.117489385510289,0.747,0.694,1,"EPO_responsive","Vapa"
"Ube2t",0.0136108023758543,0.101080927935903,0.301,0.235,1,"EPO_responsive","Ube2t"
"Mrpl49",0.0136156795135638,0.122849006128338,0.339,0.281,1,"EPO_responsive","Mrpl49"
"Wdr61",0.0136932478382219,0.115561208311952,0.519,0.455,1,"EPO_responsive","Wdr61"
"Shisa8",0.0137312812646853,0.114925797305045,0.449,0.368,1,"EPO_responsive","Shisa8"
"Coq5",0.0140116508374116,0.111101206036773,0.297,0.237,1,"EPO_responsive","Coq5"
"Tmem183a",0.0140494192373089,0.0970147316448847,0.313,0.246,1,"EPO_responsive","Tmem183a"
"Rhno1",0.0140562563245883,0.112945576839728,0.313,0.254,1,"EPO_responsive","Rhno1"
"Znhit3",0.0141145254739839,0.123670050584657,0.285,0.234,1,"EPO_responsive","Znhit3"
"Lsm7",0.0141183242749612,0.118548423732815,0.636,0.569,1,"EPO_responsive","Lsm7"
"Cenpn",0.0145795906414055,0.0709434811016296,0.117,0.074,1,"EPO_responsive","Cenpn"
"D2Wsu81e",0.0147132089977176,0.122208650429943,0.256,0.205,1,"EPO_responsive","D2Wsu81e"
"Knstrn",0.0149223672056661,0.127437192256064,0.25,0.201,1,"EPO_responsive","Knstrn"
"Ncaph",0.0150069295803401,0.0745774397282179,0.155,0.107,1,"EPO_responsive","Ncaph"
"Rif1",0.0151201120857418,0.117318080658894,0.405,0.331,1,"EPO_responsive","Rif1"
"Llph",0.0152246242188193,0.142969814603667,0.759,0.733,1,"EPO_responsive","Llph"
"Smim4",0.0152274645717035,0.124624949533669,0.636,0.582,1,"EPO_responsive","Smim4"
"Gemin2",0.0152489523215174,0.0861774868449208,0.241,0.179,1,"EPO_responsive","Gemin2"
"Ssr4",0.0153247480326621,0.0904791907507816,0.899,0.877,1,"EPO_responsive","Ssr4"
"Ndufaf5",0.0154267290182686,0.096151036820572,0.139,0.096,1,"EPO_responsive","Ndufaf5"
"Bzw1",0.0154578573260086,0.0936493969000021,0.665,0.585,1,"EPO_responsive","Bzw1"
"G6pc3",0.0156164141500088,0.0939287816626012,0.358,0.279,1,"EPO_responsive","G6pc3"
"Mtx2",0.0156470121473821,0.12312680152143,0.424,0.362,1,"EPO_responsive","Mtx2"
"Vamp5",0.0157698169486204,0.0752472133806803,0.902,0.832,1,"EPO_responsive","Vamp5"
"Ndufs5",0.0158816920493188,0.105165537355822,0.804,0.757,1,"EPO_responsive","Ndufs5"
"Nfkbid",0.0159864254794841,0.0823914297232414,0.127,0.083,1,"EPO_responsive","Nfkbid"
"Cdc37",0.0159866559408297,0.0865391554627346,0.797,0.735,1,"EPO_responsive","Cdc37"
"Dnajc19",0.016005893743096,0.120197046595558,0.671,0.633,1,"EPO_responsive","Dnajc19"
"Anapc13",0.0160434845067289,0.0927468529051905,0.712,0.65,1,"EPO_responsive","Anapc13"
"Vrk1",0.016053116315913,0.118695727649961,0.38,0.326,1,"EPO_responsive","Vrk1"
"Cox17",0.0162604161428501,0.0810559215555069,0.845,0.803,1,"EPO_responsive","Cox17"
"Mrps14",0.0166240514488209,0.0855118362788294,0.867,0.82,1,"EPO_responsive","Mrps14"
"Tmem238",0.0168747525679466,0.109305439422837,0.513,0.427,1,"EPO_responsive","Tmem238"
"Commd3",0.0168816031373287,0.119513940577392,0.63,0.568,1,"EPO_responsive","Commd3"
"Pfdn2",0.0169466051208748,0.11341465734815,0.722,0.666,1,"EPO_responsive","Pfdn2"
"Psme2b",0.0172048448175693,0.110895179956756,0.269,0.215,1,"EPO_responsive","Psme2b"
"Tomm5",0.0172332706213583,0.104965153992857,0.778,0.733,1,"EPO_responsive","Tomm5"
"Nme2",0.0172791831896562,0.124095359904673,0.427,0.37,1,"EPO_responsive","Nme2"
"Rad51c",0.0173430109114396,0.0806982458358017,0.133,0.089,1,"EPO_responsive","Rad51c"
"Tcf19",0.0173741938332696,0.120529902503954,0.272,0.212,1,"EPO_responsive","Tcf19"
"Peg12",0.0173797732868918,0.0830459841201152,0.133,0.084,1,"EPO_responsive","Peg12"
"Fam162a",0.0175100511844437,0.108330168390356,0.614,0.562,1,"EPO_responsive","Fam162a"
"Med9",0.0175444705094026,0.109861591396811,0.358,0.292,1,"EPO_responsive","Med9"
"Clpp",0.0175815508250193,0.135355507205278,0.487,0.433,1,"EPO_responsive","Clpp"
"Pomp",0.017649003903395,0.0825435960485688,0.911,0.873,1,"EPO_responsive","Pomp"
"Cdca3",0.0177421961143937,0.112465264705432,0.323,0.247,1,"EPO_responsive","Cdca3"
"Pno1",0.0180852429246738,0.137396905229643,0.25,0.209,1,"EPO_responsive","Pno1"
"Tamm41",0.0180859380558967,0.09363150573966,0.158,0.121,1,"EPO_responsive","Tamm41"
"Ints7",0.0181000669751259,0.109516134901744,0.269,0.214,1,"EPO_responsive","Ints7"
"Tomm22",0.0184890193643962,0.113679664000153,0.728,0.687,1,"EPO_responsive","Tomm22"
"Homez",0.0185013255125018,0.0788878026289933,0.101,0.058,1,"EPO_responsive","Homez"
"Vti1a",0.0185626815586686,0.0740480141063873,0.111,0.07,1,"EPO_responsive","Vti1a"
"Prelid1",0.0185746892635986,0.105059637287973,0.744,0.686,1,"EPO_responsive","Prelid1"
"Pcbd2",0.0189817473169898,0.125545022542016,0.563,0.497,1,"EPO_responsive","Pcbd2"
"Atp5j2",0.0190557105298323,0.0797638307726989,0.959,0.934,1,"EPO_responsive","Atp5j2"
"Mrps18c",0.019129865378035,0.119476581751592,0.649,0.595,1,"EPO_responsive","Mrps18c"
"Ndufs7",0.0192119030436247,0.0970297298295946,0.785,0.721,1,"EPO_responsive","Ndufs7"
"Zcrb1",0.019256483000444,0.103844021846234,0.627,0.565,1,"EPO_responsive","Zcrb1"
"Emid1",0.0192634806759156,0.135640059303714,0.174,0.143,1,"EPO_responsive","Emid1"
"Abcc5",0.0195524199991079,0.0759834410270315,0.13,0.079,1,"EPO_responsive","Abcc5"
"Rrs1",0.0197465475770329,0.102428556121959,0.456,0.384,1,"EPO_responsive","Rrs1"
"Nme4",0.0198869088313829,0.131069742787107,0.5,0.446,1,"EPO_responsive","Nme4"
"Dedd",0.0200964857547751,0.0909018890463473,0.209,0.154,1,"EPO_responsive","Dedd"
"Zc3h15",0.0201249803707471,0.0895216830799601,0.684,0.618,1,"EPO_responsive","Zc3h15"
"Lyrm4",0.0204725518886079,0.0810148347303226,0.18,0.125,1,"EPO_responsive","Lyrm4"
"Timm50",0.0205634487798446,0.127667378786419,0.392,0.335,1,"EPO_responsive","Timm50"
"Wdr92",0.0206538225377792,0.095159774109073,0.136,0.099,1,"EPO_responsive","Wdr92"
"Ska3",0.0207158653843052,0.0567460702437684,0.111,0.071,1,"EPO_responsive","Ska3"
"Fkbp4",0.0207560186515521,0.0804445791108521,0.728,0.652,1,"EPO_responsive","Fkbp4"
"Ormdl1",0.0207984580335349,0.112881853467088,0.25,0.195,1,"EPO_responsive","Ormdl1"
"Dnajc15",0.020912478254391,0.105290639261151,0.491,0.422,1,"EPO_responsive","Dnajc15"
"Psme2",0.0209388989819216,0.118181200407897,0.69,0.638,1,"EPO_responsive","Psme2"
"Polr3h",0.021002325516362,0.101884294085956,0.247,0.198,1,"EPO_responsive","Polr3h"
"Ndc80",0.021053146070943,0.0801725482897156,0.133,0.096,1,"EPO_responsive","Ndc80"
"Mcm6",0.0210790853211758,0.109117635022717,0.661,0.585,1,"EPO_responsive","Mcm6"
"Ndufc1",0.021110166597709,0.0773671027288947,0.816,0.759,1,"EPO_responsive","Ndufc1"
"Ncs1",0.0213510522215744,0.0860340390506152,0.13,0.085,1,"EPO_responsive","Ncs1"
"Cyc1",0.0214353615233851,0.0834698700618368,0.649,0.585,1,"EPO_responsive","Cyc1"
"Mrpl15",0.0215436465892272,0.106366220056283,0.557,0.484,1,"EPO_responsive","Mrpl15"
"Minos1",0.0216531055938968,0.114800543344887,0.864,0.85,1,"EPO_responsive","Minos1"
"Gng10",0.0216593256607726,0.10037045190235,0.155,0.111,1,"EPO_responsive","Gng10"
"Bola1",0.0219918975241225,0.106349016441823,0.516,0.459,1,"EPO_responsive","Bola1"
"Bok",0.0220797692835567,0.0897163433286861,0.111,0.079,1,"EPO_responsive","Bok"
"Pdcd5",0.0222430347795466,0.105400603484566,0.782,0.739,1,"EPO_responsive","Pdcd5"
"Tpi1",0.0222523442615591,0.12341946639495,0.826,0.806,1,"EPO_responsive","Tpi1"
"Fam195a",0.022340891684225,0.119543220866165,0.203,0.164,1,"EPO_responsive","Fam195a"
"Exosc5",0.0226321541898743,0.0973411571394857,0.576,0.512,1,"EPO_responsive","Exosc5"
"Fam92a",0.0228632202139456,0.110143696741592,0.528,0.473,1,"EPO_responsive","Fam92a"
"Mrps30",0.0230366033115314,0.120671255835338,0.326,0.288,1,"EPO_responsive","Mrps30"
"Magohb",0.0230567685682311,0.115927775436851,0.405,0.336,1,"EPO_responsive","Magohb"
"Ebna1bp2",0.0234131530136756,0.105734210154692,0.658,0.61,1,"EPO_responsive","Ebna1bp2"
"Hnrnpa3",0.0234849684189001,0.0936191564747209,0.886,0.856,1,"EPO_responsive","Hnrnpa3"
"Tor2a",0.0235477234283208,0.0968956000394844,0.294,0.23,1,"EPO_responsive","Tor2a"
"Coprs",0.023577433461701,0.0802564913743504,0.114,0.074,1,"EPO_responsive","Coprs"
"Zbtb21",0.0235799706794308,0.0748091107129085,0.136,0.083,1,"EPO_responsive","Zbtb21"
"Zbed4",0.0236215659762989,0.0904391237933516,0.155,0.107,1,"EPO_responsive","Zbed4"
"Hmgn5",0.023714941061088,0.0963476097431607,0.525,0.454,1,"EPO_responsive","Hmgn5"
"Ercc8",0.0242228219125384,0.0891886516864031,0.13,0.088,1,"EPO_responsive","Ercc8"
"Tsta3",0.0242274039144906,0.0973071390020129,0.282,0.223,1,"EPO_responsive","Tsta3"
"Smim7",0.0242380687361954,0.117729335761409,0.462,0.406,1,"EPO_responsive","Smim7"
"Vma21",0.0242654977686849,0.111215894036513,0.44,0.382,1,"EPO_responsive","Vma21"
"Ahsa1",0.024323158331933,0.101501311781803,0.63,0.567,1,"EPO_responsive","Ahsa1"
"Rars2",0.0243907404173136,0.075390305244762,0.171,0.117,1,"EPO_responsive","Rars2"
"Nf2",0.0245753506989404,0.0688397875231536,0.146,0.094,1,"EPO_responsive","Nf2"
"Nup93",0.0246316254980463,0.092060402960951,0.149,0.111,1,"EPO_responsive","Nup93"
"Gt(ROSA)26Sor",0.0246619088935793,0.128131406389188,0.383,0.335,1,"EPO_responsive","Gt(ROSA)26Sor"
"Cd244",0.0247773760846325,0.102176823107772,0.155,0.115,1,"EPO_responsive","Cd244"
"Naa20",0.0248221798638202,0.140145272398568,0.475,0.43,1,"EPO_responsive","Naa20"
"Polr2f",0.0251368401443737,0.0992539100657408,0.794,0.76,1,"EPO_responsive","Polr2f"
"Cept1",0.0252066521070413,0.0790588780717462,0.177,0.121,1,"EPO_responsive","Cept1"
"Mtch2",0.0252154282889637,0.0998801935980149,0.598,0.534,1,"EPO_responsive","Mtch2"
"Mrps6",0.0254751241507029,0.127873791346495,0.351,0.299,1,"EPO_responsive","Mrps6"
"C1qbp",0.02554012295493,0.101801452809485,0.788,0.743,1,"EPO_responsive","C1qbp"
"Aga",0.0259481709412194,0.104172406868207,0.241,0.189,1,"EPO_responsive","Aga"
"Slc22a3",0.0260678895324827,0.10205223873998,0.313,0.257,1,"EPO_responsive","Slc22a3"
"Ahctf1",0.0261247119436575,0.11302305540457,0.272,0.232,1,"EPO_responsive","Ahctf1"
"Zfp422",0.0264024493316467,0.106913527237114,0.601,0.546,1,"EPO_responsive","Zfp422"
"Mrps25",0.0264954621729427,0.115337088147783,0.503,0.446,1,"EPO_responsive","Mrps25"
"Farsb",0.0266542527977876,0.122825531415549,0.291,0.249,1,"EPO_responsive","Farsb"
"Tmsb10",0.0267954416809485,0.079078322748237,0.994,0.984,1,"EPO_responsive","Tmsb10"
"Fam60a",0.0269576294702155,0.0999381412060303,0.405,0.341,1,"EPO_responsive","Fam60a"
"Rwdd1",0.0269957589473582,0.111088931160398,0.652,0.608,1,"EPO_responsive","Rwdd1"
"Ammecr1",0.0270783247209961,0.075723533416087,0.152,0.099,1,"EPO_responsive","Ammecr1"
"Chchd1",0.0271684975684378,0.107808348408824,0.715,0.654,1,"EPO_responsive","Chchd1"
"Wbscr22",0.0272214112467796,0.10638156727714,0.272,0.231,1,"EPO_responsive","Wbscr22"
"mt-Nd6",0.0274900510392528,0.0700675060534331,0.149,0.099,1,"EPO_responsive","mt-Nd6"
"Rfc1",0.0280439533979994,0.106941016262687,0.598,0.545,1,"EPO_responsive","Rfc1"
"Cbx5",0.0281173613943297,0.0729104471367217,0.614,0.526,1,"EPO_responsive","Cbx5"
"Chid1",0.0281459397956087,0.0808192403866975,0.149,0.103,1,"EPO_responsive","Chid1"
"Apool",0.0283262292617588,0.0720894334162023,0.206,0.148,1,"EPO_responsive","Apool"
"Slc25a10",0.0283370842240688,0.0737878077326107,0.142,0.102,1,"EPO_responsive","Slc25a10"
"Chchd10",0.0287756405442577,0.10033690334087,0.32,0.259,1,"EPO_responsive","Chchd10"
"Mapre1",0.0289366072583572,0.0918895454333442,0.617,0.548,1,"EPO_responsive","Mapre1"
"Casc5",0.0290929831898495,0.0783386012958602,0.212,0.16,1,"EPO_responsive","Casc5"
"Prdx4",0.0292150098784595,0.107059266003179,0.408,0.357,1,"EPO_responsive","Prdx4"
"Mrpl20",0.0292170847555921,0.0885238106184012,0.693,0.644,1,"EPO_responsive","Mrpl20"
"Rrp8",0.0292503304655932,0.099833826969842,0.278,0.223,1,"EPO_responsive","Rrp8"
"Lage3",0.0295018807608735,0.101606605424217,0.709,0.66,1,"EPO_responsive","Lage3"
"Mrps28",0.0296851329757519,0.110621017800485,0.405,0.348,1,"EPO_responsive","Mrps28"
"Slc29a1",0.0299777141830699,0.107190670797969,0.225,0.181,1,"EPO_responsive","Slc29a1"
"Dbr1",0.0300968483392539,0.0831053048892091,0.142,0.101,1,"EPO_responsive","Dbr1"
"Ndufb2",0.0301896669806091,0.0884319088907042,0.791,0.74,1,"EPO_responsive","Ndufb2"
"Trappc13",0.0302221735325962,0.116997517280219,0.316,0.27,1,"EPO_responsive","Trappc13"
"Riok1",0.0309589061047818,0.103568799515999,0.199,0.156,1,"EPO_responsive","Riok1"
"Rnaseh2b",0.0311285068912136,0.118199122839659,0.437,0.383,1,"EPO_responsive","Rnaseh2b"
"Nsl1",0.0313766549154007,0.0663309056781302,0.136,0.092,1,"EPO_responsive","Nsl1"
"Pla2g12a",0.032176371171701,0.112177192460355,0.282,0.236,1,"EPO_responsive","Pla2g12a"
"Slc25a46",0.0321940473833034,0.10411656657717,0.509,0.451,1,"EPO_responsive","Slc25a46"
"Cops3",0.0322161652168532,0.0951677865472308,0.392,0.334,1,"EPO_responsive","Cops3"
"Rqcd1",0.0322672229762601,0.104585540233348,0.263,0.219,1,"EPO_responsive","Rqcd1"
"Serbp1",0.0322806902088184,0.0657883632109346,0.972,0.958,1,"EPO_responsive","Serbp1"
"Bag2",0.0324976517018171,0.112351583019273,0.253,0.207,1,"EPO_responsive","Bag2"
"Tpgs2",0.0327351029858694,0.0800621890995469,0.266,0.208,1,"EPO_responsive","Tpgs2"
"Csgalnact2",0.0329332818431966,0.100102718584442,0.237,0.19,1,"EPO_responsive","Csgalnact2"
"Snrpb2",0.0329541269868662,0.110184274978609,0.604,0.549,1,"EPO_responsive","Snrpb2"
"Brix1",0.0333970266279651,0.0935791436720262,0.383,0.319,1,"EPO_responsive","Brix1"
"Larp7",0.0335594004149839,0.0979140239716452,0.522,0.46,1,"EPO_responsive","Larp7"
"Arhgef39",0.0338343053147663,0.0752246812384071,0.142,0.1,1,"EPO_responsive","Arhgef39"
"Svip",0.0338941929658762,0.109762594079149,0.228,0.183,1,"EPO_responsive","Svip"
"Psmb3",0.0339684735384445,0.0934862257367686,0.756,0.709,1,"EPO_responsive","Psmb3"
"Eif4a3",0.0340450271151241,0.113041213345086,0.453,0.404,1,"EPO_responsive","Eif4a3"
"Trmt11",0.0341215863679052,0.0628869329068868,0.152,0.096,1,"EPO_responsive","Trmt11"
"Pole3",0.0343919806015947,0.104269836788009,0.503,0.458,1,"EPO_responsive","Pole3"
"Snapc5",0.0344258637720015,0.115983312815822,0.544,0.502,1,"EPO_responsive","Snapc5"
"Foxo3",0.0344656332916026,0.0659121266667984,0.415,0.343,1,"EPO_responsive","Foxo3"
"Ube2d3",0.0346381865301098,0.0930794764420988,0.902,0.873,1,"EPO_responsive","Ube2d3"
"Lmnb2",0.0347945855988291,0.0715667064427375,0.193,0.142,1,"EPO_responsive","Lmnb2"
"Osgep",0.0349571043889613,0.0816120553319055,0.468,0.399,1,"EPO_responsive","Osgep"
"Timm8a1",0.0349658751518523,0.075581831838831,0.114,0.082,1,"EPO_responsive","Timm8a1"
"Pgam1",0.0351633167155818,0.10639758384023,0.655,0.6,1,"EPO_responsive","Pgam1"
"Ndufv1",0.0354187105826038,0.084176861640976,0.449,0.38,1,"EPO_responsive","Ndufv1"
"Ccdc167",0.0359313711432822,0.0965365722421564,0.253,0.206,1,"EPO_responsive","Ccdc167"
"Pus1",0.0361981716020121,0.102201316744028,0.313,0.263,1,"EPO_responsive","Pus1"
"Ctbp2",0.036235896614018,0.0821645523474621,0.193,0.145,1,"EPO_responsive","Ctbp2"
"Cers2",0.036253520052875,0.0883308876587645,0.554,0.485,1,"EPO_responsive","Cers2"
"Emc8",0.0362581780525143,0.10717329333917,0.421,0.378,1,"EPO_responsive","Emc8"
"Spata24",0.0363915036056578,0.0960933509990241,0.199,0.158,1,"EPO_responsive","Spata24"
"Klhdc4",0.0364973596396885,0.0660142409461274,0.142,0.101,1,"EPO_responsive","Klhdc4"
"Sumo1",0.0368199011774239,0.0745997783360335,0.886,0.857,1,"EPO_responsive","Sumo1"
"Psmc6",0.0368619488030989,0.115064932560475,0.468,0.421,1,"EPO_responsive","Psmc6"
"Msrb1",0.0371473151560085,0.108265168626643,0.389,0.335,1,"EPO_responsive","Msrb1"
"Slirp",0.0372929732612305,0.126563972788371,0.69,0.666,1,"EPO_responsive","Slirp"
"Pf4",0.0377456662729417,0.120123730792104,0.509,0.422,1,"EPO_responsive","Pf4"
"Fam64a",0.0377838202511969,0.0661950438174715,0.196,0.138,1,"EPO_responsive","Fam64a"
"Hspa14",0.0378544066574341,0.0848078736196292,0.396,0.332,1,"EPO_responsive","Hspa14"
"Tmem138",0.0378872743279902,0.092793754458363,0.177,0.138,1,"EPO_responsive","Tmem138"
"Med4",0.0380385648891427,0.078732574941057,0.313,0.255,1,"EPO_responsive","Med4"
"Swi5",0.0380566566201054,0.0950673406336005,0.864,0.831,1,"EPO_responsive","Swi5"
"Mllt11",0.0384802463656546,0.08273808606039,0.184,0.134,1,"EPO_responsive","Mllt11"
"Otud6b",0.0385057418806392,0.106890961391147,0.32,0.276,1,"EPO_responsive","Otud6b"
"Lsm4",0.0385173039419964,0.0888816901864704,0.785,0.75,1,"EPO_responsive","Lsm4"
"Ubac1",0.0386346136626185,0.0836662638971796,0.323,0.261,1,"EPO_responsive","Ubac1"
"Rnf2",0.039240420025825,0.0926150694515582,0.231,0.182,1,"EPO_responsive","Rnf2"
"Cenpu",0.0393620978625267,0.073619061314129,0.174,0.132,1,"EPO_responsive","Cenpu"
"Spcs3",0.0395788319783958,0.0979761504040475,0.437,0.385,1,"EPO_responsive","Spcs3"
"Eif5b",0.0397922553183849,0.101091380519103,0.725,0.679,1,"EPO_responsive","Eif5b"
"Kif20b",0.040060565735362,0.0938051771833974,0.278,0.23,1,"EPO_responsive","Kif20b"
"Hells",0.0405595345588009,0.119334525489742,0.475,0.414,1,"EPO_responsive","Hells"
"Pigf",0.0421784229297788,0.0854806945268813,0.212,0.167,1,"EPO_responsive","Pigf"
