"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"mt-Atp8",1.09739310284125e-32,0.323046670924207,0.628,0.445,1.19681691795867e-28,"Control","mt-Atp8"
"Mecom",4.93000578387234e-22,0.291845764633546,0.619,0.466,5.37666430789117e-18,"Control","Mecom"
"Serinc3",2.1235458227963e-19,0.173625996033856,0.97,0.95,2.31593907434164e-15,"Control","Serinc3"
"Eef2",3.07084298589267e-19,0.180762877088645,0.996,0.996,3.34906136041455e-15,"Control","Eef2"
"Cebpb",5.12999626782929e-17,0.212181612279735,0.275,0.151,5.59477392969462e-13,"Control","Cebpb"
"Txnip",5.4556084647457e-17,0.235607131327869,0.651,0.506,5.94988659165166e-13,"Control","Txnip"
"Aes",1.38610141971369e-15,0.19117943391868,0.837,0.758,1.51168220833975e-11,"Control","Aes"
"Nrgn",1.48292015758726e-15,0.218315039543334,0.752,0.66,1.61727272386467e-11,"Control","Nrgn"
"Jund",1.37974192380328e-14,0.239272294948167,0.411,0.292,1.50474654209985e-10,"Control","Jund"
"Pabpc1",2.10587929996056e-13,0.0975317701274241,0.998,0.997,2.29667196453699e-09,"Control","Pabpc1"
"Bin2",3.27321328154096e-13,0.179550592031564,0.813,0.743,3.56976640484857e-09,"Control","Bin2"
"Ubc",8.23316996697669e-13,0.177014375595298,0.755,0.658,8.97909516598477e-09,"Control","Ubc"
"Pkm",6.11514837536393e-12,0.157145022992035,0.916,0.887,6.6691808181719e-08,"Control","Pkm"
"Car2",8.10193529554369e-12,0.14861153593301,0.96,0.927,8.83597063331995e-08,"Control","Car2"
"Trim28",1.01733714767914e-11,0.174633040319169,0.617,0.512,1.10950789325887e-07,"Control","Trim28"
"Sqstm1",2.66080825651148e-11,0.214805614740378,0.52,0.418,2.90187748455142e-07,"Control","Sqstm1"
"Cbx6",2.69976818941554e-11,0.174610797390296,0.501,0.379,2.94436718737659e-07,"Control","Cbx6"
"Gnai2",7.8934395262597e-11,0.142578567004931,0.891,0.837,8.60858514733882e-07,"Control","Gnai2"
"Nmt1",8.22655376446191e-11,0.167727885214605,0.522,0.42,8.97187953552216e-07,"Control","Nmt1"
"Hcls1",1.2381831322852e-10,0.157029313785995,0.559,0.442,1.35036252407024e-06,"Control","Hcls1"
"Mknk2",1.58508892692983e-10,0.171030082478669,0.453,0.344,1.72869798370968e-06,"Control","Mknk2"
"Laptm5",1.65161984253864e-10,0.130534759272537,0.905,0.856,1.80125660027264e-06,"Control","Laptm5"
"Snhg9",2.40439827551099e-10,0.173779354161582,0.405,0.303,2.62223675927229e-06,"Control","Snhg9"
"Tln1",2.82476218651212e-10,0.148739564438175,0.791,0.715,3.08068564061012e-06,"Control","Tln1"
"H2-D1",3.83142918396643e-10,0.121915868796523,0.985,0.985,4.17855666803379e-06,"Control","H2-D1"
"Neat1",6.43343485199448e-10,0.191336025091414,0.541,0.439,7.01630404958518e-06,"Control","Neat1"
"Meis1",7.18092294008207e-10,0.16272582136181,0.821,0.753,7.8315145584535e-06,"Control","Meis1"
"Ptp4a2",1.00280521167107e-09,0.133066892356329,0.795,0.71,1.09365936384847e-05,"Control","Ptp4a2"
"Gltscr2",1.62847330016154e-09,0.127055680328747,0.907,0.859,1.77601298115618e-05,"Control","Gltscr2"
"Zfp687",1.64563872079464e-09,0.14701780914704,0.174,0.103,1.79473358889864e-05,"Control","Zfp687"
"Sipa1",1.94422253478173e-09,0.149078606185296,0.404,0.301,2.12036909643295e-05,"Control","Sipa1"
"Ypel3",2.46398395411622e-09,0.154107381416621,0.716,0.612,2.68722090035915e-05,"Control","Ypel3"
"Ccnd3",2.52027152508652e-09,0.125995909321357,0.785,0.705,2.74860812525936e-05,"Control","Ccnd3"
"Ehmt2",3.60432615383252e-09,0.143844663016398,0.278,0.184,3.93087810336975e-05,"Control","Ehmt2"
"Rcc2",4.15146682564791e-09,0.140483435152829,0.702,0.611,4.52758972005161e-05,"Control","Rcc2"
"Nfic",5.81701348620264e-09,0.167483851890343,0.612,0.524,6.3440349080526e-05,"Control","Nfic"
"Rasal3",7.24436901992526e-09,0.154445141582758,0.371,0.276,7.90070885313049e-05,"Control","Rasal3"
"Itgb3",7.41510984063937e-09,0.156613358520103,0.489,0.387,8.08691879220129e-05,"Control","Itgb3"
"Dpf2",9.12761169117794e-09,0.132393124958219,0.485,0.379,9.95457331039866e-05,"Control","Dpf2"
"Cd27",1.08351608923505e-08,0.145753404625422,0.658,0.56,0.000118168264691975,"Control","Cd27"
"Plek",1.25529175890921e-08,0.160528653000579,0.467,0.369,0.000136902119226638,"Control","Plek"
"Cxxc5",1.32968604047653e-08,0.150796252779944,0.602,0.514,0.00014501555957437,"Control","Cxxc5"
"Gtf2i",1.40059498773019e-08,0.124921788734029,0.488,0.379,0.000152748889361854,"Control","Gtf2i"
"Twf2",1.44771435293817e-08,0.143057263662766,0.397,0.296,0.000157887727331437,"Control","Twf2"
"Plekho2",1.6474095054481e-08,0.14701476108714,0.243,0.166,0.00017966648066417,"Control","Plekho2"
"Prr13",1.97828757845694e-08,0.155760188794911,0.77,0.699,0.000215752043306514,"Control","Prr13"
"Cxxc1",2.10026411177945e-08,0.128371217092805,0.297,0.206,0.000229054804030666,"Control","Cxxc1"
"Mgat4b",2.23595573198984e-08,0.141939278375977,0.254,0.175,0.000243853332130812,"Control","Mgat4b"
"Maz",2.30263931757329e-08,0.143438825974405,0.639,0.556,0.000251125843974543,"Control","Maz"
"Stard10",2.33351025646821e-08,0.151727722636924,0.361,0.268,0.000254492628570423,"Control","Stard10"
"Ctnnb1",2.52384108492476e-08,0.149836888228517,0.537,0.443,0.000275250108721895,"Control","Ctnnb1"
"Mtch1",2.74007389937505e-08,0.152838265855908,0.567,0.485,0.000298832459465843,"Control","Mtch1"
"Eng",2.88515512959702e-08,0.14649055787521,0.418,0.323,0.000314655018433851,"Control","Eng"
"Irgm1",3.10964705370737e-08,0.145078198022625,0.25,0.165,0.000339138107677326,"Control","Irgm1"
"Otulin",3.14855644959842e-08,0.152255084336293,0.345,0.263,0.000343381566393204,"Control","Otulin"
"Ctdsp2",3.47375354818051e-08,0.134583844580505,0.335,0.242,0.000378847561964567,"Control","Ctdsp2"
"Smad7",3.59807213773044e-08,0.203415133699029,0.391,0.308,0.000392405747340882,"Control","Smad7"
"Rnf19b",3.69424258810542e-08,0.133862482054486,0.152,0.093,0.000402894096658778,"Control","Rnf19b"
"H3f3b",4.21825238442418e-08,0.0632529652451308,1,1,0.000460042605045301,"Control","H3f3b"
"Csnk1d",4.92849317371278e-08,0.143943694594847,0.358,0.275,0.000537501465525116,"Control","Csnk1d"
"Txlna",5.40483000164892e-08,0.136100961578603,0.439,0.344,0.000589450759979831,"Control","Txlna"
"Ttyh3",6.27113963136518e-08,0.132937293516952,0.34,0.244,0.000683930488196687,"Control","Ttyh3"
"Alyref",7.136540293016e-08,0.148955010844658,0.52,0.434,0.000778311084356325,"Control","Alyref"
"Ankrd13a",7.28271197154372e-08,0.144956277500051,0.745,0.681,0.000794252567616558,"Control","Ankrd13a"
"Pitpnm1",7.4940432157335e-08,0.104568673039188,0.129,0.072,0.000817300353107896,"Control","Pitpnm1"
"Rbm4b",7.9067347279417e-08,0.133484832855397,0.581,0.479,0.000862308489429322,"Control","Rbm4b"
"Rab14",8.00486203926881e-08,0.122282160137047,0.736,0.649,0.000873010254002656,"Control","Rab14"
"Rel",8.74102262363725e-08,0.141568318271033,0.218,0.145,0.000953295927333878,"Control","Rel"
"Wdr26",8.85024440736986e-08,0.133189750033326,0.647,0.559,0.000965207655067757,"Control","Wdr26"
"Aldh2",9.39920785254832e-08,0.11271728517585,0.845,0.788,0.00102507760839892,"Control","Aldh2"
"Cabin1",9.59784069543274e-08,0.133431203744695,0.254,0.177,0.00104674050624389,"Control","Cabin1"
"Limd2",1.07602523089875e-07,0.107377108281768,0.803,0.724,0.00117351311681818,"Control","Limd2"
"Arhgef40",1.22018893376274e-07,0.130428260314703,0.231,0.159,0.00133073805116164,"Control","Arhgef40"
"Mcl1",1.22159012412309e-07,0.138563998977499,0.375,0.29,0.00133226618936864,"Control","Mcl1"
"F11r",1.24972585465344e-07,0.126432216958192,0.443,0.342,0.00136295101708504,"Control","F11r"
"Fam168b",1.50917084529019e-07,0.142611693234303,0.453,0.368,0.00164590172387348,"Control","Fam168b"
"Serpina3g",1.56648327210742e-07,0.289962419265447,0.407,0.331,0.00170840665656035,"Control","Serpina3g"
"Ppt1",1.59284598200993e-07,0.141585238995663,0.423,0.334,0.00173715782798003,"Control","Ppt1"
"Adgrg1",2.03798618006525e-07,0.110729095272701,0.913,0.869,0.00222262772797916,"Control","Adgrg1"
"Coro1a",2.09349961801048e-07,0.112484286105886,0.895,0.862,0.00228317068340223,"Control","Coro1a"
"Pabpn1",2.20002435289993e-07,0.132147597436409,0.388,0.3,0.00239934655927267,"Control","Pabpn1"
"Hnrnpm",2.22850265500848e-07,0.12780953655052,0.77,0.712,0.00243040499555225,"Control","Hnrnpm"
"Fam134a",2.47835194350987e-07,0.130809652819649,0.414,0.328,0.00270289062959186,"Control","Fam134a"
"Malat1",2.53354936750308e-07,0.0656765555127219,1,1,0.00276308894019886,"Control","Malat1"
"Klf10",2.5425051003665e-07,0.172741534244459,0.327,0.248,0.00277285606245971,"Control","Klf10"
"Sf3b2",2.71798121901689e-07,0.138599449463462,0.762,0.705,0.00296423031745982,"Control","Sf3b2"
"Eef1a1",3.33480049731384e-07,0.0637028674806244,1,1,0.00363693342237048,"Control","Eef1a1"
"Abcf1",4.04987020264081e-07,0.114898394784634,0.552,0.463,0.00441678844300006,"Control","Abcf1"
"Rbm22",4.50278900681294e-07,0.125348993839636,0.52,0.432,0.00491074169083019,"Control","Rbm22"
"Senp6",5.46527009175388e-07,0.117921107428729,0.499,0.405,0.00596042356206678,"Control","Senp6"
"Emilin1",6.23692143245231e-07,0.109903100555478,0.391,0.292,0.00680198651423249,"Control","Emilin1"
"Plec",6.82674391323675e-07,0.107797102656068,0.472,0.37,0.007445246911776,"Control","Plec"
"Prkcd",7.14575189583773e-07,0.119744659170933,0.294,0.214,0.00779315701760063,"Control","Prkcd"
"Polr3c",7.22432430769951e-07,0.120333967715403,0.219,0.155,0.00787884808997708,"Control","Polr3c"
"Git2",7.40239038855376e-07,0.128634313018494,0.603,0.523,0.00807304695775673,"Control","Git2"
"Gtpbp2",7.79409499737381e-07,0.139763306636792,0.44,0.362,0.00850024000413588,"Control","Gtpbp2"
"Tsc22d4",8.42374643158927e-07,0.0939798779241967,0.781,0.706,0.00918693785829126,"Control","Tsc22d4"
"Gpi1",8.7030791778882e-07,0.111606301744821,0.84,0.791,0.00949157815140487,"Control","Gpi1"
"Spen",8.95904906994582e-07,0.130106003806742,0.245,0.172,0.00977073891568291,"Control","Spen"
"Sh2b3",9.51731465912542e-07,0.124854686118371,0.25,0.17,0.0103795833672422,"Control","Sh2b3"
"Arrdc4",9.68765727218089e-07,0.100020100238076,0.122,0.068,0.0105653590210405,"Control","Arrdc4"
"Cdk2ap1",9.88552110870925e-07,0.108947359006864,0.451,0.361,0.0107811493211583,"Control","Cdk2ap1"
"Rgs2",1.04323859518685e-06,0.125483714318513,0.555,0.447,0.0113775601191078,"Control","Rgs2"
"PISD",1.13543119890181e-06,0.124684084446375,0.72,0.654,0.0123830126552231,"Control","PISD"
"Dtx3",1.17643427354645e-06,0.107942211146639,0.353,0.262,0.0128301921872976,"Control","Dtx3"
"Wdr89",1.1833351888092e-06,0.060982720112583,0.999,0.998,0.0129054535691532,"Control","Wdr89"
"Sp110",1.19318250472678e-06,0.118761718801049,0.787,0.738,0.0130128483965503,"Control","Sp110"
"Tmem127",1.2021155976573e-06,0.0970755443721519,0.111,0.062,0.0131102727080506,"Control","Tmem127"
"Irf2bp1",1.23868431561378e-06,0.122271666362333,0.277,0.207,0.0135090911460839,"Control","Irf2bp1"
"Nbr1",1.24623512234905e-06,0.101754559275155,0.186,0.12,0.0135914402443388,"Control","Nbr1"
"Ccdc137",1.2645624244312e-06,0.110024409493471,0.184,0.121,0.0137913178008466,"Control","Ccdc137"
"Pink1",1.2799005785466e-06,0.133351446682209,0.396,0.309,0.0139585957096292,"Control","Pink1"
"Pura",1.30717125431173e-06,0.136332892439498,0.585,0.507,0.0142560096995238,"Control","Pura"
"Atxn2l",1.36408851240489e-06,0.132263610335948,0.386,0.31,0.0148767493162878,"Control","Atxn2l"
"Ddit4",1.43535082921918e-06,0.136790498972648,0.298,0.229,0.0156539361434644,"Control","Ddit4"
"Puf60",1.45975502923211e-06,0.130063260428771,0.35,0.275,0.0159200883488054,"Control","Puf60"
"Ptp4a3",1.58354361111118e-06,0.119130208398774,0.819,0.767,0.0172701266227785,"Control","Ptp4a3"
"Pitpna",1.65340736149791e-06,0.115812351644006,0.529,0.437,0.0180320606844962,"Control","Pitpna"
"Scaf11",1.86790231322865e-06,0.129829061984527,0.598,0.526,0.0203713426280716,"Control","Scaf11"
"Tap1",1.88899065067102e-06,0.117695756330387,0.352,0.268,0.0206013320362181,"Control","Tap1"
"H1fx",1.98020535711815e-06,0.132250397407031,0.327,0.257,0.0215961196247305,"Control","H1fx"
"Brd2",2.01524818418706e-06,0.116532901524329,0.512,0.432,0.021978296696744,"Control","Brd2"
"Pdzk1ip1",2.15163879532976e-06,0.120563129402721,0.686,0.608,0.0234657727018663,"Control","Pdzk1ip1"
"Ubr2",2.19730769061863e-06,0.123635096563429,0.313,0.233,0.0239638376738868,"Control","Ubr2"
"Kmt2e",2.25166136132013e-06,0.114552300428914,0.586,0.501,0.0245566188065573,"Control","Kmt2e"
"Naa15",2.39250382798081e-06,0.128592272858613,0.511,0.437,0.0260926467479587,"Control","Naa15"
"Tmem243",2.40610319814105e-06,0.121284253403616,0.24,0.171,0.0262409614789263,"Control","Tmem243"
"Zyx",2.47408816855535e-06,0.148148263053039,0.544,0.475,0.0269824055662646,"Control","Zyx"
"Ist1",2.56445788453581e-06,0.111094928274615,0.282,0.204,0.0279679776887476,"Control","Ist1"
"Treml2",2.64675818006597e-06,0.130870294616739,0.401,0.323,0.0288655447117995,"Control","Treml2"
"Peak1",2.66559764960861e-06,0.11382506640215,0.162,0.108,0.0290710079666315,"Control","Peak1"
"Cd151",2.73858259212875e-06,0.114637688023358,0.256,0.182,0.0298669817497562,"Control","Cd151"
"Acox1",2.90305685657866e-06,0.112413146653682,0.229,0.159,0.0316607380778469,"Control","Acox1"
"Irf2",3.01136939289965e-06,0.130042931036335,0.523,0.444,0.0328419945989636,"Control","Irf2"
"Araf",3.16503194740776e-06,0.0961822234880575,0.304,0.215,0.0345178384184291,"Control","Araf"
"Atp1a1",3.26577000382975e-06,0.104766554671635,0.582,0.494,0.0356164876617672,"Control","Atp1a1"
"Vps8",3.30427195477476e-06,0.311817378093202,0.148,0.12,0.0360363899387735,"Control","Vps8"
"Trim25",3.41851883349978e-06,0.124311035660289,0.623,0.555,0.0372823663981486,"Control","Trim25"
"Cables2",4.18521052640513e-06,0.0965298953571167,0.163,0.105,0.0456439060009744,"Control","Cables2"
"Mpl",4.31404208508318e-06,0.131671998245051,0.582,0.509,0.0470489429799172,"Control","Mpl"
"Ppp6r1",4.36863275058094e-06,0.123070105080445,0.236,0.176,0.0476443087778358,"Control","Ppp6r1"
"Chd3",4.99783677813225e-06,0.117865808844479,0.324,0.242,0.0545064079023103,"Control","Chd3"
"Epm2aip1",5.65820312277481e-06,0.0958697334744491,0.132,0.08,0.0617083632569821,"Control","Epm2aip1"
"Ddx21",5.93157646048742e-06,0.117038724072907,0.722,0.664,0.0646897728780758,"Control","Ddx21"
"Rfwd2",6.18683815031058e-06,0.113315468810578,0.237,0.176,0.0674736568672872,"Control","Rfwd2"
"Srebf2",6.4861378621355e-06,0.105478107741581,0.53,0.436,0.0707378195244498,"Control","Srebf2"
"Bckdha",6.50788955756181e-06,0.100032478058065,0.225,0.153,0.0709750435147691,"Control","Bckdha"
"Mfsd4",6.51905571408297e-06,0.0948773822094061,0.118,0.068,0.0710968216177888,"Control","Mfsd4"
"H2-K1",6.52363094348912e-06,0.0995548578137364,0.975,0.976,0.0711467190696923,"Control","H2-K1"
"Dctn1",6.59317343624913e-06,0.108833614362054,0.286,0.216,0.071905149495733,"Control","Dctn1"
"Chad",6.67716385223154e-06,0.105932057267105,0.196,0.13,0.0728211489724371,"Control","Chad"
"Kmt2a",6.7951251247592e-06,0.101963166970388,0.374,0.288,0.0741076346106238,"Control","Kmt2a"
"Mxd4",7.03324574979798e-06,0.117514796386143,0.353,0.281,0.0767045781472968,"Control","Mxd4"
"Grn",7.07239052955503e-06,0.114159582950344,0.364,0.291,0.0771314911153271,"Control","Grn"
"Ogfrl1",7.16890094880194e-06,0.112204321155269,0.683,0.618,0.0781840337476339,"Control","Ogfrl1"
"Tspan32",7.35011503620525e-06,0.105175521530422,0.745,0.682,0.0801603545848544,"Control","Tspan32"
"Rnf220",7.82329337589648e-06,0.116510229272012,0.397,0.324,0.085320837557527,"Control","Rnf220"
"Tnks2",8.03303867388537e-06,0.107741062748692,0.245,0.176,0.0876083197773938,"Control","Tnks2"
"Aldoa",8.59887556707109e-06,0.109948638429036,0.923,0.905,0.0937793369344773,"Control","Aldoa"
"Pnpla2",9.05068921808288e-06,0.105975034780971,0.239,0.178,0.0987068166124119,"Control","Pnpla2"
"Psap",9.30982783278086e-06,0.0963422429293392,0.577,0.502,0.101532982344308,"Control","Psap"
"Tpp1",9.31762867214551e-06,0.111659747601811,0.285,0.214,0.101618058298419,"Control","Tpp1"
"Mboat7",9.3442297084567e-06,0.100642193183041,0.252,0.184,0.101908169200429,"Control","Mboat7"
"St3gal2",9.43818180231471e-06,0.0921493478809504,0.149,0.093,0.102932810736044,"Control","St3gal2"
"Cyfip1",9.78495829507173e-06,0.109874926510589,0.29,0.223,0.106714755166052,"Control","Cyfip1"
"Prkar1a",9.88986774044586e-06,0.099130271803473,0.674,0.6,0.107858897577303,"Control","Prkar1a"
"Pbxip1",1.00756392361266e-05,0.0923397390626786,0.169,0.107,0.109884921509197,"Control","Pbxip1"
"Rbm39",1.03153923245769e-05,0.0729261117234574,0.969,0.948,0.112499668691836,"Control","Rbm39"
"Adgrl4",1.05806011785215e-05,0.131624643599032,0.678,0.615,0.115392036452955,"Control","Adgrl4"
"Gcnt2",1.05935353644302e-05,0.104530605175869,0.574,0.498,0.115533096684476,"Control","Gcnt2"
"Ppp1r12a",1.07117664989389e-05,0.118104718263162,0.371,0.297,0.116822525437427,"Control","Ppp1r12a"
"Phf23",1.10273099333109e-05,0.102864015604198,0.288,0.22,0.120263842132689,"Control","Phf23"
"Ccnd2",1.17448848777894e-05,0.111374587738932,0.837,0.786,0.128089714477171,"Control","Ccnd2"
"Ssbp3",1.17960314863524e-05,0.0983448573828807,0.346,0.267,0.12864751939016,"Control","Ssbp3"
"Mapk3",1.18119854370913e-05,0.113404420195552,0.429,0.352,0.128821513176918,"Control","Mapk3"
"Eif4h",1.19331730273488e-05,0.0947026625628267,0.755,0.691,0.130143185036266,"Control","Eif4h"
"Rest",1.32215965077398e-05,0.1114394276731,0.424,0.348,0.14419473151341,"Control","Rest"
"Tsc22d2",1.35188347528537e-05,0.115894385444817,0.232,0.175,0.147436411814622,"Control","Tsc22d2"
"Dok2",1.39428767264746e-05,0.103058725894343,0.235,0.167,0.152061013578932,"Control","Dok2"
"Ubp1",1.4439155950508e-05,0.113516666834422,0.207,0.154,0.15747343479624,"Control","Ubp1"
"Safb",1.44958711535828e-05,0.113041091640373,0.354,0.286,0.158091970800974,"Control","Safb"
"Hlf",1.46432139288214e-05,0.144025720758426,0.642,0.583,0.159698891107726,"Control","Hlf"
"Irak1",1.53015700229861e-05,0.114149002136794,0.51,0.445,0.166878922670687,"Control","Irak1"
"Capns1",1.56009605673707e-05,0.0999103090492552,0.738,0.682,0.170144075947745,"Control","Capns1"
"Arhgef2",1.6440675835803e-05,0.110164126347036,0.533,0.46,0.179302010665267,"Control","Arhgef2"
"Trim56",1.74362436829795e-05,0.107964726281454,0.374,0.303,0.190159673606575,"Control","Trim56"
"Susd6",1.7579393871806e-05,0.0924034428192744,0.165,0.106,0.191720869565916,"Control","Susd6"
"Tgtp2",1.77349698614448e-05,0.0971185451790456,0.105,0.062,0.193417581308917,"Control","Tgtp2"
"Dctn2",1.77846617906218e-05,0.104897072010306,0.388,0.313,0.193959521488521,"Control","Dctn2"
"Tars2",1.79142413083054e-05,0.0941269247722695,0.194,0.139,0.195372715708378,"Control","Tars2"
"Arhgef1",1.79200905012687e-05,0.108327622106423,0.641,0.571,0.195436507006837,"Control","Arhgef1"
"Basp1",1.83155490142359e-05,0.105172611906061,0.226,0.16,0.199749377549256,"Control","Basp1"
"Ppp2ca",1.83634100939168e-05,0.1108294516752,0.478,0.405,0.200271350484257,"Control","Ppp2ca"
"Rnf11",1.86642579882202e-05,0.102718023100397,0.282,0.214,0.203552397619529,"Control","Rnf11"
"Hdac5",1.87736026287606e-05,0.098920409596703,0.229,0.166,0.204744910269263,"Control","Hdac5"
"Sptan1",1.88300309692152e-05,0.0989931011917823,0.226,0.164,0.205360317750261,"Control","Sptan1"
"Rrp1",1.89669708168e-05,0.104089372223432,0.619,0.549,0.20685378372802,"Control","Rrp1"
"Itpkb",1.91796007478959e-05,0.102685497790704,0.183,0.128,0.209172725756552,"Control","Itpkb"
"Ubtf",1.97786850331631e-05,0.11575607167755,0.609,0.545,0.215706338971677,"Control","Ubtf"
"Btk",1.99088763823419e-05,0.0882915972282045,0.312,0.229,0.217126205825821,"Control","Btk"
"Ik",2.00451791803225e-05,0.0863813311801809,0.472,0.385,0.218612724140597,"Control","Ik"
"Ankrd11",2.01000857727372e-05,0.119523747238724,0.455,0.382,0.219211535437471,"Control","Ankrd11"
"Cd1d1",2.01533121247506e-05,0.111768215080076,0.342,0.27,0.21979202203253,"Control","Cd1d1"
"Madd",2.08964801747098e-05,0.114142765262233,0.573,0.496,0.227897012785385,"Control","Madd"
"Saraf",2.11612404597879e-05,0.125775972173822,0.794,0.76,0.230784488454447,"Control","Saraf"
"Larp1b",2.15447928570196e-05,0.0927060190458001,0.163,0.111,0.234967510898655,"Control","Larp1b"
"Zc3h18",2.24397625172642e-05,0.103161540908803,0.388,0.311,0.244728050013284,"Control","Zc3h18"
"Gata2",2.33283620078073e-05,0.132559714231504,0.628,0.569,0.254419116057146,"Control","Gata2"
"Ddx5",2.35138693243086e-05,0.0775960518341119,0.95,0.928,0.25644225885091,"Control","Ddx5"
"Por",2.41384735818268e-05,0.100545055427352,0.42,0.333,0.263254192883403,"Control","Por"
"Kdm5a",2.52970318317634e-05,0.109574147251603,0.346,0.278,0.275889429157212,"Control","Kdm5a"
"Eif3j2",2.55062401651113e-05,0.0853774889275761,0.132,0.083,0.278171055240704,"Control","Eif3j2"
"Sash3",2.59345980973615e-05,0.121109185042987,0.389,0.321,0.282842726849825,"Control","Sash3"
"Map4",2.6204902615136e-05,0.0937063800599796,0.132,0.087,0.285790667920673,"Control","Map4"
"Supt5",2.63117565541524e-05,0.107871296524049,0.389,0.323,0.286956016979587,"Control","Supt5"
"Tab2",2.80529723026099e-05,0.109864271080498,0.358,0.291,0.305945715932263,"Control","Tab2"
"Fhod1",2.81961162741108e-05,0.0975491677175196,0.169,0.118,0.307506844085453,"Control","Fhod1"
"Atp2a3",2.82684647420668e-05,0.108869463943709,0.296,0.232,0.308295876476981,"Control","Atp2a3"
"Clk1",3.00585715197843e-05,0.114227152482417,0.551,0.475,0.327818780994767,"Control","Clk1"
"Eid1",3.07198835653538e-05,0.106279741732721,0.417,0.345,0.335031050163748,"Control","Eid1"
"Ubn1",3.07277013774485e-05,0.117989314410954,0.515,0.446,0.335116311222453,"Control","Ubn1"
"Cct4",3.08828603536793e-05,0.091962076270407,0.835,0.786,0.336808475017227,"Control","Cct4"
"Ube2m",3.15029962300307e-05,0.11009335939742,0.406,0.335,0.343571676884714,"Control","Ube2m"
"Tusc1",3.21025541253106e-05,0.0914116023619373,0.161,0.11,0.350110455290637,"Control","Tusc1"
"Dbr1",3.2685004076832e-05,0.0891227924666579,0.16,0.11,0.35646265446193,"Control","Dbr1"
"Tnrc6c",3.2777850583146e-05,0.0906806105165079,0.298,0.22,0.35747523845979,"Control","Tnrc6c"
"Fnbp1",3.44501082856477e-05,0.111802612108823,0.647,0.585,0.375712880963274,"Control","Fnbp1"
"Alox5ap",3.59666966450236e-05,0.084160759442061,0.861,0.817,0.392252793610627,"Control","Alox5ap"
"Sdcbp",3.64274880538047e-05,0.0892470797533216,0.809,0.748,0.397278184714794,"Control","Sdcbp"
"Cramp1l",3.67707023172551e-05,0.0862287414664554,0.132,0.088,0.401021279471984,"Control","Cramp1l"
"Rnf130",3.68909693545507e-05,0.0966581361185375,0.63,0.56,0.40233291178073,"Control","Rnf130"
"Zcchc6",3.81255201003945e-05,0.127215896307024,0.321,0.26,0.415796922214902,"Control","Zcchc6"
"Dync1i2",4.01103809097051e-05,0.103969998219079,0.563,0.486,0.437443814201244,"Control","Dync1i2"
"Btg2",4.22546476876254e-05,0.0948491388636349,0.138,0.095,0.460829187681243,"Control","Btg2"
"Coro1b",4.2429639588357e-05,0.0964295778052966,0.501,0.428,0.462737649350621,"Control","Coro1b"
"C1qtnf6",4.24754857885324e-05,0.0754307909293964,0.115,0.069,0.463237648009735,"Control","C1qtnf6"
"Rnpepl1",4.2786105766325e-05,0.104715738708481,0.293,0.233,0.46662526948754,"Control","Rnpepl1"
"Ube3a",4.40735088248761e-05,0.110849180382876,0.583,0.514,0.480665687244098,"Control","Ube3a"
"Mlec",4.44286452851599e-05,0.107421605095947,0.703,0.647,0.484538805479954,"Control","Mlec"
"F2r",4.44357454186786e-05,0.15491406690437,0.485,0.423,0.484616239536109,"Control","F2r"
"Flna",4.50963340649856e-05,0.0902905937984345,0.378,0.299,0.491820619312732,"Control","Flna"
"Ulk1",4.54533446533785e-05,0.0852168459769434,0.132,0.083,0.495714176789746,"Control","Ulk1"
"Cnot3",4.58225915732367e-05,0.111415884675255,0.409,0.339,0.49974118369772,"Control","Cnot3"
"Aamp",4.62216447613091e-05,0.0867252874620904,0.595,0.514,0.504093257766837,"Control","Aamp"
"Zfp219",4.80057873333894e-05,0.0925954320094387,0.209,0.152,0.523551116657945,"Control","Zfp219"
"Stard3",4.96733913833139e-05,0.0785903379404421,0.191,0.129,0.541738006426422,"Control","Stard3"
"Trim24",5.04867395060431e-05,0.0864857321844458,0.154,0.106,0.550608381052907,"Control","Trim24"
"Ywhab",5.09220647294057e-05,0.0754620878028902,0.819,0.757,0.555356037938898,"Control","Ywhab"
"Elf1",5.1231089926882e-05,0.1193046555447,0.582,0.522,0.558726266742575,"Control","Elf1"
"Naa35",5.23955969652817e-05,0.104505528844209,0.289,0.224,0.571426380503362,"Control","Naa35"
"Lig1",5.51448623585159e-05,0.150521586274181,0.547,0.502,0.601409868881974,"Control","Lig1"
"Nfkbia",5.74980741962917e-05,0.0836156714989946,0.397,0.318,0.627073997184757,"Control","Nfkbia"
"Qars",5.75202105055403e-05,0.109432025558739,0.379,0.316,0.627315415773422,"Control","Qars"
"Stat3",6.06226948339588e-05,0.0934250869212191,0.339,0.263,0.661151109859155,"Control","Stat3"
"Git1",6.28855093075604e-05,0.0822855222802642,0.159,0.105,0.685829364508254,"Control","Git1"
"Tnfrsf1b",6.36183970491154e-05,0.112541124539114,0.333,0.268,0.693822238217653,"Control","Tnfrsf1b"
"Atp6v1b2",6.77895535313109e-05,0.0813868867048744,0.314,0.238,0.739312870812477,"Control","Atp6v1b2"
"Renbp",6.92439869004837e-05,0.0938902789049094,0.137,0.093,0.755174921136676,"Control","Renbp"
"Chmp4b",6.97690696408588e-05,0.0885834853847678,0.61,0.535,0.760901473503206,"Control","Chmp4b"
