"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Chd4",0.000152177500195669,0.0858484176203937,0.693,0.629,1,"Control","Chd4"
"Dnm1l",0.000154571722616816,0.0915055630644795,0.351,0.281,1,"Control","Dnm1l"
"Ctsb",0.000155953034730447,0.0851760717988207,0.462,0.391,1,"Control","Ctsb"
"H2-T23",0.000156745746752837,0.0750876798156297,0.572,0.496,1,"Control","H2-T23"
"Spns2",0.000158460836912034,0.0935836970275258,0.437,0.366,1,"Control","Spns2"
"Slc38a2",0.000158517177502901,0.0986347666033007,0.562,0.497,1,"Control","Slc38a2"
"Polr2a",0.000159216378199786,0.098977157062877,0.368,0.305,1,"Control","Polr2a"
"Kansl1",0.000159621624032421,0.0908909599374946,0.318,0.247,1,"Control","Kansl1"
"Chmp4b",0.00016089320848021,0.083002701257926,0.608,0.536,1,"Control","Chmp4b"
"Nacc1",0.000161360326411088,0.0931853015518651,0.249,0.196,1,"Control","Nacc1"
"Sav1",0.000162115274910412,0.0771454143586569,0.187,0.133,1,"Control","Sav1"
"Ccnk",0.00016303685005169,0.0782539554772366,0.161,0.114,1,"Control","Ccnk"
"Hnrnpu",0.000164344220436557,0.0840217569346848,0.758,0.71,1,"Control","Hnrnpu"
"Arfgap1",0.000167296974445654,0.0826685563794166,0.172,0.122,1,"Control","Arfgap1"
"AI504432",0.000168414776146754,0.0820993105432263,0.131,0.093,1,"Control","AI504432"
"Dcaf13",0.000168768089564348,0.0904268900248811,0.211,0.164,1,"Control","Dcaf13"
"Terf2",0.000171516279913093,0.0778452986366717,0.183,0.13,1,"Control","Terf2"
"Tnfrsf1b",0.000176463371817509,0.105861339324316,0.331,0.27,1,"Control","Tnfrsf1b"
"Ythdf1",0.000180441203869552,0.0854293081646421,0.219,0.166,1,"Control","Ythdf1"
"Tmem176b",0.00018048748614543,0.0922482801972371,0.764,0.724,1,"Control","Tmem176b"
"AI837181",0.000187360196454857,0.0877559189261706,0.191,0.138,1,"Control","AI837181"
"Pias4",0.000190124979356322,0.0820606831625906,0.198,0.143,1,"Control","Pias4"
"Nrros",0.000197012916918713,0.084309406472943,0.494,0.416,1,"Control","Nrros"
"Gsk3a",0.000200255970698752,0.0930822214206795,0.265,0.209,1,"Control","Gsk3a"
"H2-Q6",0.00020065496708467,0.086398888108306,0.393,0.317,1,"Control","H2-Q6"
"Smc1a",0.000202034211422846,0.0758904480657656,0.689,0.624,1,"Control","Smc1a"
"Krt18",0.000204361098543345,0.104640404393711,0.54,0.47,1,"Control","Krt18"
"Plin2",0.000205869821215048,0.0910699969758438,0.235,0.18,1,"Control","Plin2"
"Cct7",0.000208194959915191,0.0646261998935862,0.686,0.609,1,"Control","Cct7"
"Btg1",0.000209862158260749,0.105198125986816,0.455,0.393,1,"Control","Btg1"
"Taf6",0.000210742628437326,0.114490860908089,0.325,0.276,1,"Control","Taf6"
"Ppm1a",0.000211239363573433,0.0910026745769307,0.191,0.146,1,"Control","Ppm1a"
"Mapkapk2",0.000211329481698574,0.0912626171834326,0.251,0.195,1,"Control","Mapkapk2"
"Tie1",0.000214605171798819,0.100417316554681,0.312,0.252,1,"Control","Tie1"
"Phf3",0.00021978874221579,0.0865249473231148,0.502,0.433,1,"Control","Phf3"
"Trim47",0.000223275336160533,0.130191431045089,0.408,0.354,1,"Control","Trim47"
"Zfp644",0.000228346115913743,0.0865680212386724,0.464,0.393,1,"Control","Zfp644"
"Pik3ip1",0.000228945135793786,0.11399038048702,0.404,0.343,1,"Control","Pik3ip1"
"Elf4",0.000229110882726627,0.0843343176967267,0.223,0.163,1,"Control","Elf4"
"Hbp1",0.000229208778679211,0.0896182640239482,0.213,0.158,1,"Control","Hbp1"
"Iffo1",0.000229214407325223,0.0637826281627529,0.115,0.073,1,"Control","Iffo1"
"Slc22a15",0.000230035861131603,0.0749647465119467,0.17,0.117,1,"Control","Slc22a15"
"Acadvl",0.000233545826498577,0.0904285549352697,0.251,0.198,1,"Control","Acadvl"
"Ctcf",0.000236242319691408,0.100664515527703,0.53,0.464,1,"Control","Ctcf"
"Rbm5",0.000237086385253713,0.0664821439357928,0.559,0.476,1,"Control","Rbm5"
"Atg4b",0.000237438901768717,0.0873531562019402,0.177,0.134,1,"Control","Atg4b"
"Cenpb",0.000240972363697905,0.0903437204694722,0.247,0.191,1,"Control","Cenpb"
"Fam102b",0.000250261214533154,0.0834452071497155,0.145,0.102,1,"Control","Fam102b"
"Grb2",0.000253622447569797,0.0804597568522709,0.559,0.484,1,"Control","Grb2"
"Gsn",0.000254273348378201,0.0878311261949325,0.212,0.159,1,"Control","Gsn"
"Stx16",0.000260506245358354,0.0984151071658045,0.552,0.486,1,"Control","Stx16"
"Acin1",0.000261296956652224,0.0821445147734958,0.579,0.511,1,"Control","Acin1"
"Strn4",0.000262284762911672,0.0886990172320704,0.311,0.249,1,"Control","Strn4"
"Irf9",0.000265697826197694,0.0801143884196338,0.168,0.114,1,"Control","Irf9"
"Pip5k1c",0.000271553402481542,0.0860109963155165,0.251,0.192,1,"Control","Pip5k1c"
"Myo18a",0.000278905079027534,0.0859351253366972,0.2,0.149,1,"Control","Myo18a"
"Oxa1l",0.000279026902948165,0.0833513430855296,0.36,0.293,1,"Control","Oxa1l"
"Kmt2b",0.000280046103481906,0.0700310192754648,0.113,0.074,1,"Control","Kmt2b"
"Erf",0.000280092814983762,0.0921031371236115,0.276,0.219,1,"Control","Erf"
"Ldb1",0.000284539959738483,0.088203829113824,0.377,0.306,1,"Control","Ldb1"
"Mkln1",0.000297222011994991,0.0746674858462228,0.362,0.287,1,"Control","Mkln1"
"Erg",0.000299167905450657,0.0850360958216101,0.303,0.235,1,"Control","Erg"
"Mob3c",0.000299621542966806,0.0909568144534638,0.242,0.183,1,"Control","Mob3c"
"Dnaja1",0.000303495062489044,0.0904990331825111,0.791,0.756,1,"Control","Dnaja1"
"Rnf44",0.00030499935859214,0.0882624433132424,0.251,0.197,1,"Control","Rnf44"
"Srxn1",0.000306064584041406,0.0906962664099144,0.265,0.207,1,"Control","Srxn1"
"Csad",0.000309766130051229,0.0974998873824384,0.25,0.2,1,"Control","Csad"
"Rcsd1",0.000313830924508451,0.0894078223066044,0.263,0.202,1,"Control","Rcsd1"
"Drg2",0.000317696870361737,0.0782127838175658,0.186,0.138,1,"Control","Drg2"
"Foxp1",0.000319689426196403,0.0739004454416485,0.644,0.57,1,"Control","Foxp1"
"Tnfaip8l2",0.00032144104274888,0.0758485918428628,0.115,0.075,1,"Control","Tnfaip8l2"
"Kpna4",0.00032215250819133,0.092728386377849,0.325,0.265,1,"Control","Kpna4"
"Slc25a11",0.000323220895738524,0.0830356618531647,0.604,0.539,1,"Control","Slc25a11"
"Ulk3",0.000324492607700234,0.0672916442918567,0.113,0.072,1,"Control","Ulk3"
"Abt1",0.000331536161603027,0.080579731809383,0.249,0.195,1,"Control","Abt1"
"Myb",0.000333034519468117,0.0925046501603677,0.64,0.586,1,"Control","Myb"
"Rnf167",0.000333540291171957,0.0836147472867301,0.399,0.332,1,"Control","Rnf167"
"Sf3a2",0.000334709956204794,0.0864859105276523,0.357,0.298,1,"Control","Sf3a2"
"Coro7",0.000336952561066863,0.0696280278897515,0.205,0.145,1,"Control","Coro7"
"Diaph1",0.000341343238916064,0.0933115278038975,0.524,0.466,1,"Control","Diaph1"
"Tkt",0.000356550605145361,0.065429732327011,0.847,0.805,1,"Control","Tkt"
"Lmbrd1",0.000357575216357103,0.0845772052210114,0.14,0.101,1,"Control","Lmbrd1"
"Gyg",0.000358922982577192,0.0776901186882979,0.386,0.317,1,"Control","Gyg"
"Lgals8",0.000361783755132913,0.0787424272004333,0.227,0.167,1,"Control","Lgals8"
"Gna13",0.000362224143058379,0.0938868644119866,0.32,0.261,1,"Control","Gna13"
"Smarcd2",0.000364142720207788,0.0785517296958474,0.451,0.382,1,"Control","Smarcd2"
"Dlat",0.000370316709404032,0.0768102973029034,0.235,0.181,1,"Control","Dlat"
"Pcyt1a",0.00037119427780187,0.0854812282767827,0.209,0.16,1,"Control","Pcyt1a"
"Srek1",0.00037337315111868,0.101001099911612,0.492,0.428,1,"Control","Srek1"
"Tcf4",0.000386813512584105,0.0937310174804806,0.529,0.462,1,"Control","Tcf4"
"Ipo13",0.000391595760943902,0.0587047036433646,0.105,0.067,1,"Control","Ipo13"
"Myo1c",0.000392311943602185,0.0732336551354623,0.237,0.175,1,"Control","Myo1c"
"Cnot6",0.000392707610286553,0.0886794838732055,0.384,0.321,1,"Control","Cnot6"
"Mfge8",0.000394099898754546,0.0904394620394506,0.281,0.226,1,"Control","Mfge8"
"Fmnl1",0.000394217688715193,0.0977347355231174,0.402,0.342,1,"Control","Fmnl1"
"Dido1",0.00039904641677305,0.0844676433335432,0.348,0.281,1,"Control","Dido1"
"Topors",0.000399922229839751,0.0948313286507737,0.319,0.263,1,"Control","Topors"
"Upf3b",0.000414052205149501,0.0908543509551633,0.435,0.367,1,"Control","Upf3b"
"Usp4",0.000416146260350965,0.0874754822651367,0.217,0.17,1,"Control","Usp4"
"Xrcc1",0.000419654048742461,0.0739330837923227,0.228,0.179,1,"Control","Xrcc1"
"Spty2d1",0.000427213338856206,0.0876811956073966,0.169,0.129,1,"Control","Spty2d1"
"Mpnd",0.000427716941991856,0.0769305631703562,0.144,0.101,1,"Control","Mpnd"
"Zdhhc18",0.000430267104331188,0.0715477281393788,0.156,0.107,1,"Control","Zdhhc18"
"Pom121",0.000434520632775903,0.0771664923360598,0.216,0.165,1,"Control","Pom121"
"Smg6",0.000436071845490845,0.0793459129962602,0.24,0.183,1,"Control","Smg6"
"Klhl6",0.000440139345910289,0.0875701428851174,0.436,0.372,1,"Control","Klhl6"
"Glul",0.000441328710709138,0.104150456466712,0.44,0.371,1,"Control","Glul"
"Sap30l",0.000442489969747948,0.0775387464484594,0.246,0.188,1,"Control","Sap30l"
"Sepp1",0.000445577955193574,0.084435753244723,0.492,0.422,1,"Control","Sepp1"
"Clta",0.00044699372277369,0.0713682524387595,0.824,0.78,1,"Control","Clta"
"Pcdh7",0.000447060153500257,0.0732172119655167,0.113,0.08,1,"Control","Pcdh7"
"Hp1bp3",0.000449871634890363,0.0820290487063002,0.613,0.548,1,"Control","Hp1bp3"
"Cep170b",0.000453116543303957,0.0822133196275439,0.276,0.216,1,"Control","Cep170b"
"Msl1",0.000454011134431322,0.0872631535648285,0.558,0.499,1,"Control","Msl1"
"Fus",0.000459193845388016,0.0720352500849057,0.866,0.843,1,"Control","Fus"
"Syap1",0.000459936021172594,0.0643145951549024,0.142,0.099,1,"Control","Syap1"
"Dcaf8",0.000461129098630395,0.096497935496255,0.461,0.399,1,"Control","Dcaf8"
"Ier5",0.000469733040723475,0.0888765383320295,0.278,0.218,1,"Control","Ier5"
"Zmynd11",0.000471820785176496,0.0802562955888503,0.416,0.349,1,"Control","Zmynd11"
"Copb2",0.000475344679402369,0.0854104744740873,0.304,0.249,1,"Control","Copb2"
"Lrrcc1",0.000480106131921807,0.0931104637214406,0.333,0.275,1,"Control","Lrrcc1"
"Copb1",0.000481733547681577,0.0774884076223359,0.311,0.249,1,"Control","Copb1"
"Tmem91",0.000493106532841281,0.0680936256755704,0.108,0.068,1,"Control","Tmem91"
"Spi1",0.000495310581019816,0.0733674464864666,0.598,0.531,1,"Control","Spi1"
"Rnf187",0.000502064753062846,0.0802173571786138,0.765,0.716,1,"Control","Rnf187"
"Trp53i13",0.000524515852601453,0.072708068433848,0.256,0.188,1,"Control","Trp53i13"
"Ndrg1",0.000529160837263197,0.0892916297795662,0.28,0.223,1,"Control","Ndrg1"
"Hspa4",0.000538068827660674,0.0807830591386697,0.467,0.406,1,"Control","Hspa4"
"Pnrc1",0.000538531404808956,0.0796745139668018,0.717,0.654,1,"Control","Pnrc1"
"Eif3d",0.000550541987662986,0.0737226557905003,0.545,0.477,1,"Control","Eif3d"
"Tspyl1",0.000552948586891776,0.0852020818033937,0.36,0.303,1,"Control","Tspyl1"
"Tmbim6",0.0005563666802719,0.0934647692863466,0.767,0.729,1,"Control","Tmbim6"
"Etv3",0.000565484469698043,0.0640224229772643,0.152,0.103,1,"Control","Etv3"
"Foxj3",0.000572443541616695,0.0772321545386099,0.342,0.28,1,"Control","Foxj3"
"Atg12",0.000576322212877588,0.0802056775003528,0.23,0.177,1,"Control","Atg12"
"Ubxn4",0.000581636228609574,0.074597765107236,0.624,0.556,1,"Control","Ubxn4"
"Rnf10",0.000586596750313443,0.0792230906588428,0.563,0.502,1,"Control","Rnf10"
"Sec61a1",0.000590953330140359,0.0824529980772643,0.373,0.31,1,"Control","Sec61a1"
"Gosr1",0.000592673357770666,0.0596199163539478,0.103,0.067,1,"Control","Gosr1"
"Tnrc6a",0.000593825639868389,0.0923124540931763,0.453,0.394,1,"Control","Tnrc6a"
"Nisch",0.000598024105929215,0.0964202560991048,0.586,0.531,1,"Control","Nisch"
"Frg1",0.000605620090207412,0.0892663635353753,0.563,0.501,1,"Control","Frg1"
"Homer3",0.000605887498868521,0.0933328156831293,0.291,0.237,1,"Control","Homer3"
"Eif4g2",0.000607067589513993,0.0571689645432867,0.855,0.811,1,"Control","Eif4g2"
"Ing1",0.000620291247756931,0.0881246845846639,0.393,0.335,1,"Control","Ing1"
"St3gal1",0.000623905372152239,0.0866307473456859,0.234,0.183,1,"Control","St3gal1"
"Eif4b",0.000624682993763732,0.079769062287159,0.71,0.653,1,"Control","Eif4b"
"Hdac7",0.000626996989746051,0.0798142871154496,0.226,0.171,1,"Control","Hdac7"
"Yy1",0.000629881484286939,0.0881316980044019,0.467,0.403,1,"Control","Yy1"
"Agfg1",0.000637675336166139,0.0614170109367801,0.162,0.115,1,"Control","Agfg1"
"Stat5a",0.000638183207969531,0.094062196185665,0.366,0.308,1,"Control","Stat5a"
"Kit",0.000642724562007045,0.0797817842166906,0.664,0.609,1,"Control","Kit"
"Gak",0.000651275842955697,0.0674617927472369,0.17,0.122,1,"Control","Gak"
"Hmha1",0.000651986661217821,0.0541705105904702,0.7,0.633,1,"Control","Hmha1"
"Nelfcd",0.000653185420950965,0.0729725817222723,0.173,0.129,1,"Control","Nelfcd"
"Bptf",0.000653262693509086,0.0849924712416329,0.537,0.469,1,"Control","Bptf"
"Parvg",0.000653494606170984,0.0948793143550584,0.413,0.357,1,"Control","Parvg"
"Gosr2",0.000658711692430572,0.0814410468564949,0.246,0.192,1,"Control","Gosr2"
"Cnppd1",0.000660763869644416,0.0669290875537222,0.288,0.219,1,"Control","Cnppd1"
"Mir142hg",0.00066152402986836,0.0892893119854562,0.356,0.294,1,"Control","Mir142hg"
"Mob1a",0.000663600642179019,0.0914055416655245,0.399,0.336,1,"Control","Mob1a"
"Txnrd1",0.000668652914706691,0.0917533112433411,0.495,0.437,1,"Control","Txnrd1"
"Cggbp1",0.000669861327164276,0.0822546817816736,0.654,0.608,1,"Control","Cggbp1"
"Cog1",0.000689359333471741,0.0675822049962027,0.12,0.084,1,"Control","Cog1"
"Cd164",0.000690231271741681,0.0938178106236797,0.338,0.283,1,"Control","Cd164"
"Hook3",0.000693276084133859,0.0821560675536379,0.241,0.19,1,"Control","Hook3"
"Pdxk",0.00069979378751718,0.0765785279207355,0.164,0.119,1,"Control","Pdxk"
"P4hb",0.000702087172010784,0.0767549378619345,0.477,0.415,1,"Control","P4hb"
"Itgb1",0.00070904043067157,0.0786712982886919,0.454,0.389,1,"Control","Itgb1"
"Pja2",0.000709860336822625,0.0893924589592716,0.209,0.166,1,"Control","Pja2"
"Phactr4",0.000723741930854992,0.0806693981334566,0.164,0.121,1,"Control","Phactr4"
"Slc2a3",0.000725696126430931,0.0746015091529478,0.215,0.163,1,"Control","Slc2a3"
"Phf20l1",0.000745303670041782,0.0868213506026771,0.452,0.391,1,"Control","Phf20l1"
"Socs4",0.000754749424887557,0.0776990848254649,0.198,0.151,1,"Control","Socs4"
"Ythdc1",0.00077481700445457,0.0880374640581277,0.53,0.471,1,"Control","Ythdc1"
"Smg5",0.000774905719154839,0.073594907451182,0.215,0.165,1,"Control","Smg5"
"Tsc1",0.000775167351693501,0.0719200825777697,0.182,0.136,1,"Control","Tsc1"
"Kdm2a",0.000776328651478306,0.0873272615003776,0.312,0.253,1,"Control","Kdm2a"
"Tox4",0.000779147153947281,0.08919364953488,0.27,0.217,1,"Control","Tox4"
"Rock2",0.000785221318529818,0.0824099732264936,0.331,0.271,1,"Control","Rock2"
"Atp13a2",0.000785487153977837,0.0850718569830838,0.26,0.209,1,"Control","Atp13a2"
"Cdipt",0.000786740671295526,0.088565352140455,0.303,0.252,1,"Control","Cdipt"
"Gtf2ird1",0.000792320239810493,0.0764947612802006,0.183,0.134,1,"Control","Gtf2ird1"
"Nckap1l",0.000803555350204913,0.0707870359553142,0.256,0.201,1,"Control","Nckap1l"
"Ewsr1",0.000831520036657601,0.0953617210787454,0.648,0.609,1,"Control","Ewsr1"
"Ss18",0.000849039557260542,0.0801750392011643,0.386,0.33,1,"Control","Ss18"
"Atf7ip",0.000851956956022349,0.0984737329579384,0.348,0.296,1,"Control","Atf7ip"
"Csnk1e",0.000853309532636577,0.091739743585013,0.53,0.472,1,"Control","Csnk1e"
"Vps35",0.000859830683112822,0.0738865740249846,0.428,0.362,1,"Control","Vps35"
"Ptpn12",0.000864094771669046,0.0944437543277454,0.3,0.249,1,"Control","Ptpn12"
"Ube2r2",0.000873181557823363,0.0711702115742799,0.549,0.481,1,"Control","Ube2r2"
"Yipf2",0.000881205737619049,0.0678227921558139,0.116,0.081,1,"Control","Yipf2"
"Igfbp4",0.000882305049647092,0.0978918072559269,0.464,0.408,1,"Control","Igfbp4"
"Ncf2",0.000884999668550796,0.0870275580919471,0.326,0.269,1,"Control","Ncf2"
"Def8",0.000893549923876773,0.0810239690464279,0.329,0.267,1,"Control","Def8"
"Rsrp1",0.000901355132978508,0.0728359391508198,0.944,0.937,1,"Control","Rsrp1"
"Hist1h1e",0.000925672151590754,0.0788015379669587,0.278,0.22,1,"Control","Hist1h1e"
"Marc2",0.000929474751229384,0.0836442672990337,0.465,0.404,1,"Control","Marc2"
"Mapk14",0.000934315420644122,0.0815735866982945,0.364,0.3,1,"Control","Mapk14"
"Arhgap31",0.000934639888252591,0.0668417684314928,0.185,0.131,1,"Control","Arhgap31"
"Gdi1",0.000946635372294591,0.0873348371621481,0.522,0.456,1,"Control","Gdi1"
"Cdc42ep3",0.000948616450921978,0.0946431722743417,0.439,0.385,1,"Control","Cdc42ep3"
"Mysm1",0.000976116220384971,0.0727092911599516,0.278,0.219,1,"Control","Mysm1"
"Mprip",0.000982206546059862,0.0746290937864074,0.35,0.287,1,"Control","Mprip"
"Ino80b",0.000992598221531164,0.0962594761796132,0.411,0.364,1,"Control","Ino80b"
"Fbxo22",0.00100442062307528,0.0794229740029616,0.3,0.246,1,"Control","Fbxo22"
"Sec24c",0.00101304093732662,0.0713309880325106,0.164,0.122,1,"Control","Sec24c"
"Vps37b",0.00102235392392185,0.0757950086698848,0.363,0.303,1,"Control","Vps37b"
"Mxi1",0.00102472576699266,0.078938629217144,0.162,0.124,1,"Control","Mxi1"
"Pknox1",0.00103440527934705,0.0765711478431532,0.199,0.155,1,"Control","Pknox1"
"Top2b",0.0010346659650505,0.0865202829580789,0.426,0.366,1,"Control","Top2b"
"Asph",0.00106261915746697,0.083275450884931,0.29,0.238,1,"Control","Asph"
"Mafg",0.00106788837963457,0.107587182040528,0.54,0.482,1,"Control","Mafg"
"Dnttip2",0.00108974312682057,0.0620279229886803,0.376,0.309,1,"Control","Dnttip2"
"Dgkz",0.00109205642342026,0.0828198968515502,0.274,0.224,1,"Control","Dgkz"
"Cbfa2t3",0.00109742338384349,0.0917765124453818,0.612,0.558,1,"Control","Cbfa2t3"
"Stxbp3",0.00111260420861465,0.0680331452284567,0.143,0.105,1,"Control","Stxbp3"
"Creld2",0.00112078000744262,0.0683829124960197,0.28,0.226,1,"Control","Creld2"
"Sertad2",0.0011332009532826,0.0802579481288618,0.285,0.227,1,"Control","Sertad2"
"Inpp5d",0.00113628880509844,0.0731171188294885,0.475,0.405,1,"Control","Inpp5d"
"Katnb1",0.00114439026488706,0.0539432269457753,0.131,0.093,1,"Control","Katnb1"
"Prickle3",0.001146286180937,0.0576640944771185,0.127,0.083,1,"Control","Prickle3"
"Srp72",0.00115213135912166,0.088776149054851,0.458,0.401,1,"Control","Srp72"
"Lyl1",0.00116517981316731,0.101411374145677,0.721,0.687,1,"Control","Lyl1"
"Arid4b",0.00117377443536401,0.0866327876903445,0.377,0.317,1,"Control","Arid4b"
"Spn",0.00119007807290486,0.0626667630258837,0.609,0.542,1,"Control","Spn"
"Drap1",0.00119562538709492,0.0786826527453204,0.633,0.577,1,"Control","Drap1"
"Ubr4",0.00120934251535026,0.0853191290523451,0.265,0.218,1,"Control","Ubr4"
"Cited2",0.00120998743481764,0.0717386249746388,0.53,0.468,1,"Control","Cited2"
"Herc1",0.00121106848563341,0.0888128222469916,0.315,0.262,1,"Control","Herc1"
"Slu7",0.00121166413570768,0.089832978161279,0.274,0.23,1,"Control","Slu7"
"Igf2bp3",0.00121426595736419,0.0682097851303348,0.211,0.158,1,"Control","Igf2bp3"
"Ttc19",0.00123342496202827,0.0694407331465776,0.169,0.121,1,"Control","Ttc19"
"Rassf5",0.00126592811759406,0.0894332992424929,0.312,0.262,1,"Control","Rassf5"
"Pithd1",0.00126904634940009,0.0645986655057147,0.247,0.191,1,"Control","Pithd1"
"Zfp622",0.00127491372076887,0.0834139961754458,0.324,0.267,1,"Control","Zfp622"
"Hs2st1",0.00127836319721261,0.0716904425143149,0.153,0.116,1,"Control","Hs2st1"
"Cdc5l",0.00129281671331913,0.0815159265230256,0.392,0.334,1,"Control","Cdc5l"
"Csnk1g2",0.00129889593231348,0.0728871919487546,0.39,0.328,1,"Control","Csnk1g2"
"Ccng2",0.00130574182698176,0.0675685709098135,0.178,0.134,1,"Control","Ccng2"
"Tmx1",0.00130580865000987,0.074767526192929,0.406,0.347,1,"Control","Tmx1"
"Prrc2a",0.00130592085170025,0.0785097951976611,0.424,0.367,1,"Control","Prrc2a"
"Bbc3",0.00131697531806956,0.0776860440844459,0.329,0.266,1,"Control","Bbc3"
"Snw1",0.0013331664381595,0.0714613620401996,0.577,0.516,1,"Control","Snw1"
"Bod1",0.00133820999550449,0.0692175931601036,0.179,0.136,1,"Control","Bod1"
"Vamp3",0.00134027974062429,0.0817073887093286,0.372,0.313,1,"Control","Vamp3"
"Cmtm6",0.00134639795382024,0.0752665119082909,0.234,0.186,1,"Control","Cmtm6"
"Pacs2",0.00137302230054797,0.0765462373645023,0.252,0.202,1,"Control","Pacs2"
"Kansl3",0.00139614877797791,0.0690001667136479,0.267,0.217,1,"Control","Kansl3"
"Adipor2",0.00140590616509902,0.0955144628423292,0.438,0.386,1,"Control","Adipor2"
"Psd4",0.00141225051504317,0.0693445925747442,0.203,0.157,1,"Control","Psd4"
"Zfp574",0.00143827809114093,0.0648507675105153,0.116,0.081,1,"Control","Zfp574"
"Nab2",0.00145583325929998,0.0702688254253821,0.12,0.086,1,"Control","Nab2"
"Lpin2",0.00145690590142552,0.0803449759137758,0.323,0.268,1,"Control","Lpin2"
"P2ry1",0.00146219529241416,0.0631846595466452,0.112,0.078,1,"Control","P2ry1"
"Wnk1",0.00146891631850786,0.0786263075379349,0.543,0.483,1,"Control","Wnk1"
"Ifi47",0.00147043595245051,0.0713872059538254,0.237,0.187,1,"Control","Ifi47"
"Arid4a",0.00147973229539217,0.0690926531652205,0.334,0.276,1,"Control","Arid4a"
"Cds2",0.00149842115396496,0.079584788242671,0.264,0.212,1,"Control","Cds2"
"Cyth4",0.0015256981759139,0.0539491513105576,0.208,0.147,1,"Control","Cyth4"
"Cox6a1",0.00153431994734626,0.0564752366654526,0.903,0.872,1,"Control","Cox6a1"
"Paqr7",0.00155650948303853,0.0714505692031737,0.337,0.276,1,"Control","Paqr7"
"Smarcc2",0.00156930602858457,0.0754015669077339,0.277,0.225,1,"Control","Smarcc2"
"Crlf3",0.00158732417149928,0.0799989134487826,0.634,0.58,1,"Control","Crlf3"
"Pafah1b1",0.00159644940834658,0.0675241279387595,0.63,0.562,1,"Control","Pafah1b1"
"Il10rb",0.00159677434378102,0.0815711317183593,0.248,0.195,1,"Control","Il10rb"
"Dhx9",0.00161211852161114,0.0720548203082308,0.378,0.32,1,"Control","Dhx9"
"Vps4b",0.00161294626574018,0.0617095411860854,0.441,0.371,1,"Control","Vps4b"
"Ccni",0.00161586562336778,0.0711032419649933,0.54,0.477,1,"Control","Ccni"
"Wsb2",0.00162790670972865,0.0811348378306905,0.233,0.184,1,"Control","Wsb2"
"Ilk",0.0016377643291794,0.0521892031102045,0.434,0.36,1,"Control","Ilk"
"Znrf1",0.00164151665997795,0.0711767359717477,0.53,0.469,1,"Control","Znrf1"
"Fam110a",0.00164387601152775,0.083935420623417,0.216,0.17,1,"Control","Fam110a"
"Itga6",0.00165594395774256,0.0846184564351475,0.434,0.378,1,"Control","Itga6"
"Pskh1",0.00166044502778932,0.0669388298127269,0.134,0.097,1,"Control","Pskh1"
"Cdk5rap3",0.00166774639488483,0.0794949316083369,0.234,0.19,1,"Control","Cdk5rap3"
"Tmem59",0.00168090240048763,0.0648495044266975,0.771,0.72,1,"Control","Tmem59"
"Dhx36",0.0016858805206696,0.0712933148371627,0.302,0.248,1,"Control","Dhx36"
"Cct5",0.00170384997923923,0.0554966746935903,0.784,0.739,1,"Control","Cct5"
"Tnfrsf13b",0.00172459094614326,0.0784373999569622,0.349,0.292,1,"Control","Tnfrsf13b"
"Map1lc3a",0.00172520267437162,0.0729755912562211,0.361,0.303,1,"Control","Map1lc3a"
"Zfp36l2",0.00173200762382103,0.0740997668698675,0.971,0.964,1,"Control","Zfp36l2"
"Taf10",0.00178209828811976,0.0644902636344915,0.572,0.507,1,"Control","Taf10"
"Arfgap2",0.00179923656170521,0.0797847485699256,0.351,0.296,1,"Control","Arfgap2"
"Hgs",0.00180338355755025,0.0742702677657948,0.184,0.141,1,"Control","Hgs"
"Mau2",0.00182581072889872,0.0780847144570936,0.191,0.148,1,"Control","Mau2"
"Paics",0.00183554171727926,0.0887892626171496,0.66,0.617,1,"Control","Paics"
"Rnaset2b",0.00183849814531805,0.0792527646359857,0.574,0.522,1,"Control","Rnaset2b"
"Esam",0.00184585201923532,0.069962944646436,0.291,0.232,1,"Control","Esam"
"Cep350",0.00184794371455984,0.0592754585228316,0.147,0.104,1,"Control","Cep350"
"Ap3d1",0.00187777235495982,0.07197898576766,0.151,0.114,1,"Control","Ap3d1"
"Tmem161a",0.00188347134701714,0.0600504336879455,0.148,0.109,1,"Control","Tmem161a"
"Trmt1",0.001894308548444,0.072357195918029,0.397,0.34,1,"Control","Trmt1"
"Keap1",0.00189816541398312,0.0670630411448087,0.376,0.315,1,"Control","Keap1"
"Rbm38",0.00191090409873498,0.0862558839763236,0.421,0.367,1,"Control","Rbm38"
"Map7d1",0.00191243988008211,0.0641340818171683,0.171,0.13,1,"Control","Map7d1"
"Il17ra",0.00192674946192731,0.0840934364668134,0.541,0.486,1,"Control","Il17ra"
"Ppp2r4",0.00193473793144636,0.0716707208847205,0.467,0.407,1,"Control","Ppp2r4"
"Sgms1",0.00193931642063742,0.0824610168817896,0.465,0.408,1,"Control","Sgms1"
"Map4k2",0.00195253704027716,0.0808085307543987,0.208,0.162,1,"Control","Map4k2"
"Mlxip",0.00196354011178255,0.0713994264026543,0.191,0.148,1,"Control","Mlxip"
"Patz1",0.00197603088508535,0.0828468321557562,0.414,0.361,1,"Control","Patz1"
"Atxn7l3b",0.00199150145901829,0.0879815983261538,0.753,0.72,1,"Control","Atxn7l3b"
"Tpr",0.00202922696717331,0.0818470200222463,0.771,0.736,1,"Control","Tpr"
