"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Man2b1",0.0020389268352104,0.0619682249657261,0.257,0.202,1,"Control","Man2b1"
"Strn",0.00205522851191726,0.070650961049031,0.18,0.141,1,"Control","Strn"
"Zgpat",0.00206336323451946,0.053774712246165,0.113,0.073,1,"Control","Zgpat"
"N4bp2l1",0.00206485006062455,0.0664811313385247,0.144,0.102,1,"Control","N4bp2l1"
"Wiz",0.00207825579527382,0.0578190377404291,0.123,0.085,1,"Control","Wiz"
"Pias3",0.00208346623333997,0.0510483862450538,0.113,0.076,1,"Control","Pias3"
"Rbbp4",0.00208632554474707,0.0746658294696192,0.646,0.598,1,"Control","Rbbp4"
"Atp13a1",0.00209255905755923,0.0563331025872759,0.149,0.11,1,"Control","Atp13a1"
"Trim35",0.00211580205228349,0.0659827342129191,0.219,0.168,1,"Control","Trim35"
"Gramd1a",0.00212596415521878,0.0685697043198797,0.303,0.242,1,"Control","Gramd1a"
"Cyb5r3",0.00212712107942495,0.0684413987759784,0.37,0.313,1,"Control","Cyb5r3"
"Vav1",0.00212926030287089,0.0614208067116856,0.356,0.296,1,"Control","Vav1"
"Mepce",0.00214578669224867,0.0602482416891217,0.171,0.131,1,"Control","Mepce"
"Eif3c",0.00216734935189444,0.0845127102266339,0.639,0.59,1,"Control","Eif3c"
"Pisd",0.00216838751383326,0.0560394551946498,0.183,0.136,1,"Control","Pisd"
"Chmp3",0.0021939795478479,0.0715961793574595,0.411,0.351,1,"Control","Chmp3"
"Ubqln2",0.00219530051748648,0.0623019654002118,0.254,0.199,1,"Control","Ubqln2"
"Ltb",0.00223219523478799,0.120102048077833,0.254,0.204,1,"Control","Ltb"
"Nup50",0.00224010512543593,0.0753546926853835,0.271,0.226,1,"Control","Nup50"
"Calr",0.00224842659561645,0.0622130450971945,0.807,0.768,1,"Control","Calr"
"Tnik",0.00225130840501044,0.0619350311453607,0.15,0.112,1,"Control","Tnik"
"Ampd2",0.00226109555131171,0.0861053066998476,0.265,0.22,1,"Control","Ampd2"
"Eif3b",0.00226663808447915,0.0680553463382441,0.526,0.459,1,"Control","Eif3b"
"Ipo11",0.00226801442148215,0.0883579326186995,0.385,0.331,1,"Control","Ipo11"
"Brd3",0.00228021453735623,0.0902395532550047,0.537,0.487,1,"Control","Brd3"
"Mybbp1a",0.00228901058436229,0.0766836111939542,0.413,0.357,1,"Control","Mybbp1a"
"Nktr",0.00231590426890567,0.0706199814711028,0.616,0.558,1,"Control","Nktr"
"Man1b1",0.00231713587999033,0.0617718734827515,0.208,0.163,1,"Control","Man1b1"
"Rhog",0.00234847115985666,0.073633712251999,0.379,0.328,1,"Control","Rhog"
"Trim30a",0.00236710929541925,0.0792041228387677,0.272,0.222,1,"Control","Trim30a"
"Numa1",0.00236778317124632,0.0699550513488079,0.392,0.332,1,"Control","Numa1"
"Kpna3",0.00236946398384503,0.0715954367742868,0.285,0.231,1,"Control","Kpna3"
"Tprgl",0.00237870261163206,0.0647480468738597,0.587,0.528,1,"Control","Tprgl"
"Lamp1",0.00238261207955058,0.0706883500947735,0.703,0.652,1,"Control","Lamp1"
"Fut11",0.00239290157614459,0.0558930038812991,0.106,0.076,1,"Control","Fut11"
"Samd1",0.00239939877502771,0.0585225131250197,0.101,0.071,1,"Control","Samd1"
"Kif2a",0.00240190980497128,0.0853042282467376,0.341,0.294,1,"Control","Kif2a"
"Ddb1",0.00242522838878235,0.067443587966404,0.397,0.342,1,"Control","Ddb1"
"Mta2",0.00243532622483905,0.0633146602638599,0.408,0.345,1,"Control","Mta2"
"Rab5b",0.00243723996691813,0.0643065908408972,0.182,0.138,1,"Control","Rab5b"
"Cdk12",0.00244867602137911,0.0837689499962416,0.342,0.289,1,"Control","Cdk12"
"Stxbp2",0.00245810378677541,0.0566921150161681,0.351,0.287,1,"Control","Stxbp2"
"Ndel1",0.00245835876497368,0.0573640174187321,0.258,0.201,1,"Control","Ndel1"
"Abhd4",0.00247226854938733,0.0747331771978844,0.207,0.167,1,"Control","Abhd4"
"Ormdl3",0.00247344136218157,0.0771083926775488,0.348,0.297,1,"Control","Ormdl3"
"Hnrnpc",0.00247444942697802,0.0884473493258469,0.734,0.702,1,"Control","Hnrnpc"
"Cdkn1c",0.00247916433046714,0.0810191183405414,0.188,0.148,1,"Control","Cdkn1c"
"Stradb",0.00248720977117059,0.0636369560864177,0.157,0.117,1,"Control","Stradb"
"Ppp2r1a",0.0024933489090677,0.07801205738576,0.366,0.322,1,"Control","Ppp2r1a"
"Yars",0.0024976041534569,0.0520423189309091,0.158,0.114,1,"Control","Yars"
"Appl1",0.00252793200316314,0.0690929269281267,0.23,0.182,1,"Control","Appl1"
"Pgam1",0.00252838930694332,0.0826910400275984,0.652,0.611,1,"Control","Pgam1"
"Sars",0.00253889351077495,0.0718386067066291,0.385,0.326,1,"Control","Sars"
"Spast",0.00255449749181175,0.0688958439452348,0.189,0.149,1,"Control","Spast"
"Adrbk1",0.00259740274798826,0.0614635588559546,0.427,0.366,1,"Control","Adrbk1"
"Actg1",0.00260362204497972,0.0528196207153586,0.97,0.956,1,"Control","Actg1"
"Cpsf2",0.00262377763147343,0.077799215480428,0.382,0.329,1,"Control","Cpsf2"
"Samsn1",0.00264949176489623,0.0892092984542616,0.713,0.671,1,"Control","Samsn1"
"Dazap2",0.00267845921000767,0.0711461749602815,0.698,0.643,1,"Control","Dazap2"
"Pcgf2",0.00268452831940806,0.0772619887372553,0.183,0.144,1,"Control","Pcgf2"
"Taf2",0.00268530368802157,0.0631334057692259,0.133,0.099,1,"Control","Taf2"
"Lrpprc",0.00268616778083348,0.0637602660544422,0.222,0.177,1,"Control","Lrpprc"
"Xpc",0.00269656577318096,0.0575003097345216,0.258,0.205,1,"Control","Xpc"
"Got2",0.00271746162595852,0.0748715512197171,0.372,0.319,1,"Control","Got2"
"Uba1",0.00272222272116191,0.072402176204975,0.45,0.396,1,"Control","Uba1"
"Itga4",0.00272290461513138,0.0760814568887027,0.278,0.231,1,"Control","Itga4"
"Traf3ip3",0.00273820629792009,0.0741059702734491,0.286,0.234,1,"Control","Traf3ip3"
"Tgoln1",0.00275148678088997,0.0778490511162866,0.274,0.229,1,"Control","Tgoln1"
"Csnk1a1",0.00277185268933361,0.0632443945257577,0.765,0.711,1,"Control","Csnk1a1"
"Mgea5",0.00277584044274492,0.0825823969207262,0.234,0.195,1,"Control","Mgea5"
"Ywhag",0.00277798995286888,0.0851667232516056,0.437,0.393,1,"Control","Ywhag"
"Coro1c",0.00278252406959612,0.0765465724216688,0.431,0.377,1,"Control","Coro1c"
"Vcpip1",0.00278535631781403,0.0723181919395328,0.181,0.14,1,"Control","Vcpip1"
"Zfp282",0.00279112930353374,0.0566597611142059,0.136,0.102,1,"Control","Zfp282"
"Art4",0.00279216451674684,0.105386823021221,0.25,0.212,1,"Control","Art4"
"Cep19",0.00280352616093773,0.0745599180390678,0.202,0.16,1,"Control","Cep19"
"Usf2",0.00281079888549719,0.0619465597021084,0.452,0.395,1,"Control","Usf2"
"Mapkapk3",0.00281218603944752,0.087471966459071,0.367,0.322,1,"Control","Mapkapk3"
"Mia3",0.00282232519896072,0.0661246871494474,0.195,0.15,1,"Control","Mia3"
"Psmd5",0.00283376963362959,0.0585605962755928,0.341,0.28,1,"Control","Psmd5"
"Lrp6",0.0028499899337713,0.0692245738759435,0.215,0.17,1,"Control","Lrp6"
"Hspa8",0.0028507851279007,0.074367790299581,0.971,0.978,1,"Control","Hspa8"
"Anapc2",0.00286899845319932,0.0625937508282608,0.196,0.155,1,"Control","Anapc2"
"Slain2",0.00287432165949749,0.0713349075187141,0.204,0.162,1,"Control","Slain2"
"Mfsd5",0.00290505863030117,0.0611818737197898,0.181,0.135,1,"Control","Mfsd5"
"Zmiz2",0.00292189308729141,0.0664279907189205,0.284,0.232,1,"Control","Zmiz2"
"Nup88",0.00292895592094274,0.0594873719437292,0.177,0.135,1,"Control","Nup88"
"Psmd2",0.00294037634784877,0.0851405667399724,0.445,0.399,1,"Control","Psmd2"
"Cstf2t",0.00296098694225633,0.0688999161015709,0.178,0.137,1,"Control","Cstf2t"
"Phf10",0.0029795811206216,0.0705755902535671,0.26,0.214,1,"Control","Phf10"
"Smc3",0.00297982915028709,0.0797668616943064,0.606,0.558,1,"Control","Smc3"
"Adgrl1",0.00298168172224024,0.0592441362422896,0.125,0.094,1,"Control","Adgrl1"
"Daxx",0.00300858369519439,0.0511933054395978,0.188,0.139,1,"Control","Daxx"
"Fam50a",0.00301735060702302,0.0516026097467146,0.28,0.221,1,"Control","Fam50a"
"Snx4",0.00311314340143474,0.07697899114744,0.227,0.19,1,"Control","Snx4"
"Rbbp7",0.00314414152749249,0.0585310751092503,0.672,0.623,1,"Control","Rbbp7"
"Kansl2",0.00315156977910459,0.0683600773110964,0.373,0.322,1,"Control","Kansl2"
"Slc25a51",0.00318149598436045,0.0779302543241591,0.444,0.395,1,"Control","Slc25a51"
"Tpst1",0.0031956955244995,0.0611044352710349,0.124,0.093,1,"Control","Tpst1"
"Pdcd7",0.0032217179886376,0.0671706866442127,0.274,0.222,1,"Control","Pdcd7"
"Ak2",0.00322839714015862,0.0940255604900357,0.712,0.681,1,"Control","Ak2"
"Ganab",0.00323254467696412,0.0657136784056339,0.307,0.254,1,"Control","Ganab"
"Tcf25",0.00323555873221092,0.0652579796110953,0.678,0.622,1,"Control","Tcf25"
"Gfpt1",0.00324094210157771,0.0670808361710397,0.166,0.126,1,"Control","Gfpt1"
"Sbds",0.00324268180156119,0.0536620537955327,0.478,0.411,1,"Control","Sbds"
"Fbxl18",0.00324412380185188,0.0616362388317375,0.174,0.134,1,"Control","Fbxl18"
"Orai1",0.00326058698593209,0.0689676682982772,0.36,0.296,1,"Control","Orai1"
"Map1s",0.00326232374127411,0.0605927602697126,0.141,0.106,1,"Control","Map1s"
"Sox4",0.00326900771636665,0.112894330577241,0.647,0.606,1,"Control","Sox4"
"Tfr2",0.00327815156542359,0.0666164607288862,0.203,0.161,1,"Control","Tfr2"
"Hipk1",0.00328198205214284,0.078745885675641,0.332,0.283,1,"Control","Hipk1"
"Zfp865",0.00330678918207722,0.0598787284308639,0.206,0.159,1,"Control","Zfp865"
"Gxylt1",0.00332191930652905,0.0697502669535632,0.162,0.126,1,"Control","Gxylt1"
"March2",0.00333674520440694,0.0681597228476871,0.413,0.356,1,"Control","March2"
"Stk40",0.00334944328167759,0.0668430956260315,0.15,0.115,1,"Control","Stk40"
"Rrbp1",0.00335011247177365,0.0553787321889846,0.569,0.513,1,"Control","Rrbp1"
"Nsmf",0.00336215429909031,0.0602504357059891,0.138,0.103,1,"Control","Nsmf"
"Itpripl2",0.003367405489302,0.0685430394014751,0.135,0.101,1,"Control","Itpripl2"
"Mdm2",0.00337028197148303,0.0753283500857681,0.275,0.226,1,"Control","Mdm2"
"Riok1",0.00337987625764403,0.0637847056560727,0.211,0.165,1,"Control","Riok1"
"Mettl13",0.0034068061626964,0.0576927451371125,0.124,0.09,1,"Control","Mettl13"
"Urod",0.00344907285186596,0.0681479646361219,0.239,0.195,1,"Control","Urod"
"Adam15",0.00346214396076371,0.0647503688411282,0.172,0.131,1,"Control","Adam15"
"Tbk1",0.00351428088511809,0.0628640099634655,0.176,0.136,1,"Control","Tbk1"
"Add1",0.00352883526377153,0.077392502935731,0.323,0.273,1,"Control","Add1"
"Rab8b",0.00353121075982546,0.0782080829157461,0.499,0.446,1,"Control","Rab8b"
"Hipk2",0.0035347768588071,0.0670989379608422,0.143,0.111,1,"Control","Hipk2"
"Snap29",0.00353560114598023,0.067106471067783,0.137,0.107,1,"Control","Snap29"
"Fkrp",0.00353594174953209,0.0537757173501532,0.155,0.113,1,"Control","Fkrp"
"Ranbp2",0.00354915777253018,0.0690487428066152,0.149,0.116,1,"Control","Ranbp2"
"Zfr",0.00355185028090906,0.0760653530563519,0.44,0.385,1,"Control","Zfr"
"Csk",0.00355681201915717,0.073022156348943,0.603,0.552,1,"Control","Csk"
"Nup214",0.00358466990546382,0.0607405687312774,0.171,0.134,1,"Control","Nup214"
"Sympk",0.00363236104587241,0.0610160625591027,0.208,0.161,1,"Control","Sympk"
"Tceb3",0.00366461664500088,0.0790398555694263,0.294,0.253,1,"Control","Tceb3"
"Abcd1",0.00367712986703813,0.0648367905952671,0.114,0.086,1,"Control","Abcd1"
"Zadh2",0.00368612942191464,0.0534881348937255,0.153,0.114,1,"Control","Zadh2"
"Pigt",0.00368715952287739,0.0698714548051119,0.404,0.351,1,"Control","Pigt"
"Tada3",0.00372781594190127,0.0597018713100754,0.251,0.2,1,"Control","Tada3"
"Tfe3",0.00375595452213485,0.0603980769105516,0.108,0.079,1,"Control","Tfe3"
"Ddx27",0.00380754044482131,0.0667783225660681,0.443,0.386,1,"Control","Ddx27"
"Kcmf1",0.00380784715702979,0.0728391624779252,0.253,0.205,1,"Control","Kcmf1"
"Agl",0.00381135695407408,0.0558764045527325,0.172,0.135,1,"Control","Agl"
"Zcchc11",0.00381172732675669,0.0543450799948619,0.43,0.367,1,"Control","Zcchc11"
"Eif2d",0.0038154768366834,0.0691899983779249,0.284,0.238,1,"Control","Eif2d"
"Lrrc41",0.00383070760549639,0.0689797759589493,0.158,0.125,1,"Control","Lrrc41"
"Dhrs1",0.00384746040599134,0.0598004708395859,0.265,0.21,1,"Control","Dhrs1"
"Gatad2b",0.00385042451105877,0.0824761204469975,0.436,0.385,1,"Control","Gatad2b"
"Rgp1",0.00386065481547322,0.064538124605767,0.126,0.093,1,"Control","Rgp1"
"Ep300",0.00386129786791503,0.0664291698013312,0.194,0.151,1,"Control","Ep300"
"Cdkn2aipnl",0.00388650113349782,0.058225392259553,0.333,0.28,1,"Control","Cdkn2aipnl"
"Brap",0.00389257936955257,0.0721948611964854,0.28,0.235,1,"Control","Brap"
"Ddx24",0.0039069432691259,0.0665407890624151,0.564,0.511,1,"Control","Ddx24"
"Vars",0.0039208501722725,0.0744489215904991,0.437,0.388,1,"Control","Vars"
"Uhmk1",0.0039595721951658,0.0582196323567271,0.172,0.127,1,"Control","Uhmk1"
"Armc10",0.00396769793566895,0.0719974609491341,0.302,0.251,1,"Control","Armc10"
"Sec63",0.00397046683031026,0.0688171521955151,0.191,0.155,1,"Control","Sec63"
"Wdtc1",0.00400962261483286,0.0554327349977748,0.157,0.119,1,"Control","Wdtc1"
"Akt2",0.00402563626402209,0.0640269996919048,0.252,0.205,1,"Control","Akt2"
"Sppl2a",0.00404170125881536,0.067086993197137,0.216,0.171,1,"Control","Sppl2a"
"Cxcr4",0.00404642874489786,0.0619086345470404,0.151,0.112,1,"Control","Cxcr4"
"Dync1h1",0.00404758896356872,0.0744592783486787,0.261,0.213,1,"Control","Dync1h1"
"Pnn",0.00406600535768712,0.0673798279584077,0.702,0.66,1,"Control","Pnn"
"Tal1",0.00406735686984466,0.0823222193753812,0.399,0.353,1,"Control","Tal1"
"Cic",0.00408200724305186,0.0716472414075294,0.254,0.209,1,"Control","Cic"
"Gbp7",0.00408294887712777,0.0697696758946277,0.275,0.227,1,"Control","Gbp7"
"Hoxb4",0.00411777778888117,0.0560654302835411,0.155,0.11,1,"Control","Hoxb4"
"Gstm1",0.00414211985924793,0.0756476994143177,0.419,0.363,1,"Control","Gstm1"
"Sf3b4",0.00416359370153125,0.058978723006748,0.523,0.467,1,"Control","Sf3b4"
"Cd84",0.00417202386486489,0.07156309800889,0.277,0.231,1,"Control","Cd84"
"Grsf1",0.00420073081272541,0.07138041561944,0.249,0.207,1,"Control","Grsf1"
"Nr2c2",0.00424064591871275,0.069931678497063,0.243,0.198,1,"Control","Nr2c2"
"Rac1",0.004278995500293,0.0588813800562491,0.732,0.685,1,"Control","Rac1"
"Bcl7c",0.00430666589505018,0.0607702520862943,0.644,0.603,1,"Control","Bcl7c"
"Ccdc71l",0.00432840390644494,0.0592043722875762,0.173,0.13,1,"Control","Ccdc71l"
"Rab32",0.00435942199581319,0.0599215851226489,0.261,0.212,1,"Control","Rab32"
"Nbeal2",0.004364588753843,0.0613149306104777,0.157,0.119,1,"Control","Nbeal2"
"Atmin",0.00442789019286604,0.0535925661569788,0.112,0.079,1,"Control","Atmin"
"Rnf5",0.00446356475913498,0.0648493814887184,0.416,0.362,1,"Control","Rnf5"
"Cat",0.00446821297730905,0.0833327314865636,0.398,0.351,1,"Control","Cat"
"Gpr108",0.00447698790442552,0.0591000145042627,0.206,0.165,1,"Control","Gpr108"
"Atxn7l3",0.00449888892704387,0.0593896949207094,0.134,0.104,1,"Control","Atxn7l3"
"Chd9",0.00450925693291621,0.074321317319507,0.301,0.25,1,"Control","Chd9"
"Ttf1",0.00451938216888939,0.0567911820296779,0.185,0.141,1,"Control","Ttf1"
"Ctdnep1",0.00452729673864921,0.0576647083326067,0.314,0.267,1,"Control","Ctdnep1"
"Narf",0.0045282368217807,0.0538121901006538,0.101,0.074,1,"Control","Narf"
"Eif5",0.00455368701790932,0.059030146642812,0.75,0.708,1,"Control","Eif5"
"Dicer1",0.00456352888325848,0.0576070160912034,0.176,0.133,1,"Control","Dicer1"
"Slc38a10",0.00457034475351649,0.0555821695216686,0.273,0.216,1,"Control","Slc38a10"
"Smg1",0.00460385398224778,0.0645470200925072,0.199,0.157,1,"Control","Smg1"
"Ppp1r10",0.0046178792367321,0.0782415990172425,0.243,0.201,1,"Control","Ppp1r10"
"Sdf2",0.00464206290406881,0.0553068288554034,0.436,0.374,1,"Control","Sdf2"
"Faap100",0.00468163069592524,0.0606412740386,0.176,0.138,1,"Control","Faap100"
"Vcp",0.00469468993782672,0.0540311188669758,0.685,0.632,1,"Control","Vcp"
"Vsig10",0.00472557929865019,0.0591122763095139,0.16,0.12,1,"Control","Vsig10"
"Aip",0.00476575804000453,0.0541016298420611,0.326,0.268,1,"Control","Aip"
"Cyb5r1",0.00478041783706977,0.0672168163032097,0.295,0.245,1,"Control","Cyb5r1"
"Mdfi",0.00478583599295285,0.0785672915336271,0.465,0.413,1,"Control","Mdfi"
"Abcc1",0.0047960683173678,0.0653968640864712,0.353,0.298,1,"Control","Abcc1"
"Zbtb14",0.00479938167420417,0.0596357676320651,0.189,0.145,1,"Control","Zbtb14"
"Srp68",0.00485717810159255,0.060253086273343,0.341,0.283,1,"Control","Srp68"
"Atp6v1h",0.00486277776220093,0.0701807686120579,0.275,0.229,1,"Control","Atp6v1h"
"Adcy3",0.00486660919879783,0.0652875678085654,0.152,0.119,1,"Control","Adcy3"
"Spag7",0.004890390868933,0.0688529617758162,0.478,0.429,1,"Control","Spag7"
"B3gnt8",0.00493451822100745,0.0523195438477932,0.15,0.108,1,"Control","B3gnt8"
"Txndc15",0.00494317020983824,0.0752791579187165,0.328,0.285,1,"Control","Txndc15"
"Rab5c",0.004974631850982,0.067882999587197,0.56,0.512,1,"Control","Rab5c"
"Jak1",0.00497650147729379,0.0535684061387192,0.573,0.516,1,"Control","Jak1"
"Rap2a",0.00500990603005887,0.0587478953272642,0.164,0.122,1,"Control","Rap2a"
"Ube2z",0.00502279467182385,0.0583516498540446,0.176,0.135,1,"Control","Ube2z"
"Rint1",0.00502497847534777,0.066038538714688,0.284,0.237,1,"Control","Rint1"
"Mrpl9",0.0050317780522637,0.0613120582878748,0.294,0.244,1,"Control","Mrpl9"
"Sat1",0.00509877923686562,0.0760367553656288,0.359,0.312,1,"Control","Sat1"
"B3gat3",0.00511893619367181,0.0582178555936811,0.203,0.156,1,"Control","B3gat3"
"Gan",0.00512561291170959,0.0587815759614802,0.146,0.111,1,"Control","Gan"
"Bclaf1",0.0051427613456465,0.0685091083099261,0.648,0.596,1,"Control","Bclaf1"
"Gclc",0.00516891104898253,0.0613193172957092,0.216,0.172,1,"Control","Gclc"
"Blcap",0.00518291177776921,0.0758353053960528,0.21,0.171,1,"Control","Blcap"
"Slc43a2",0.00518298495472249,0.0566432897296871,0.151,0.113,1,"Control","Slc43a2"
"Tbc1d10b",0.00523411348570145,0.0625716058629908,0.209,0.17,1,"Control","Tbc1d10b"
"Cngb1",0.0052626268912022,0.0585963225288944,0.161,0.122,1,"Control","Cngb1"
"Senp5",0.00526718153404052,0.0520807023070466,0.11,0.082,1,"Control","Senp5"
"Abhd16a",0.00530332409015769,0.0665338798859789,0.364,0.311,1,"Control","Abhd16a"
"Tbrg4",0.00536047407159404,0.0656682712277935,0.151,0.12,1,"Control","Tbrg4"
"Mcm6",0.00538255366836372,0.0716415042767253,0.642,0.6,1,"Control","Mcm6"
"Arrdc1",0.00538320960920324,0.0623021694704691,0.293,0.241,1,"Control","Arrdc1"
"Ptgr2",0.00543043296825233,0.0590405433220268,0.233,0.185,1,"Control","Ptgr2"
"Vps39",0.0054768690075852,0.0567306509479927,0.131,0.095,1,"Control","Vps39"
"H2-Q4",0.00552673485652258,0.07531336718294,0.404,0.355,1,"Control","H2-Q4"
"Uvrag",0.0055429533797059,0.060145311767637,0.175,0.133,1,"Control","Uvrag"
"Ripk1",0.00554875908717362,0.0556057775670445,0.215,0.173,1,"Control","Ripk1"
"Ogfr",0.00555793726663851,0.058464637761297,0.314,0.263,1,"Control","Ogfr"
"Dapk3",0.00556768540231553,0.0576807410130799,0.231,0.185,1,"Control","Dapk3"
"Sin3a",0.00558826355912851,0.0556136003412689,0.287,0.234,1,"Control","Sin3a"
"Slco3a1",0.00558834181710037,0.0825225034530307,0.312,0.268,1,"Control","Slco3a1"
"Lsm10",0.00565984161762553,0.0741507945243215,0.357,0.31,1,"Control","Lsm10"
"Gata3",0.00569913983852588,0.0702527494247412,0.118,0.091,1,"Control","Gata3"
"Mfng",0.00581015487362041,0.0668727686792958,0.551,0.496,1,"Control","Mfng"
"Slc25a39",0.0058205260737931,0.0699576375821748,0.352,0.307,1,"Control","Slc25a39"
"Armcx6",0.00583144023189518,0.0550776615561727,0.104,0.075,1,"Control","Armcx6"
"Nmrk1",0.00585347532365969,0.0625070020840066,0.124,0.094,1,"Control","Nmrk1"
"Tex10",0.00588600032304701,0.0696034159415337,0.222,0.184,1,"Control","Tex10"
"Ptpra",0.00589859753171726,0.0660478194889904,0.379,0.331,1,"Control","Ptpra"
"Dapp1",0.0058998650955878,0.0741267834112256,0.705,0.668,1,"Control","Dapp1"
"Apoe",0.00590662250407839,0.0663495212146263,0.325,0.274,1,"Control","Apoe"
"Pex13",0.00591410886059199,0.0616893587267926,0.261,0.215,1,"Control","Pex13"
"Ctdsp1",0.00591494997061841,0.0628918108399737,0.392,0.341,1,"Control","Ctdsp1"
"Ppp1r18",0.00592430675806019,0.0766628105630722,0.467,0.422,1,"Control","Ppp1r18"
"Crebrf",0.00595413763919091,0.0685769872881344,0.194,0.153,1,"Control","Crebrf"
"Pcnt",0.00598134708533247,0.0723509019924343,0.3,0.255,1,"Control","Pcnt"
"Dlst",0.00598349261475719,0.0561032725807484,0.206,0.166,1,"Control","Dlst"
"Pygo2",0.00598542172095922,0.0513512778718867,0.144,0.106,1,"Control","Pygo2"
"Spred1",0.00605252470949289,0.0690099690857564,0.27,0.222,1,"Control","Spred1"
"Polr2g",0.00605944839459333,0.0594048254851678,0.536,0.486,1,"Control","Polr2g"
"Zfp385a",0.0060739956950369,0.0780252904340111,0.25,0.216,1,"Control","Zfp385a"
"Mettl5",0.00610736879337539,0.0663287517870643,0.368,0.321,1,"Control","Mettl5"
"Mbd3",0.00613688788168688,0.0533062400028272,0.569,0.517,1,"Control","Mbd3"
"Mark3",0.00614516311960592,0.0750721457119478,0.179,0.149,1,"Control","Mark3"
"Samd4b",0.00616604908764927,0.0675226267096085,0.166,0.135,1,"Control","Samd4b"
"Plrg1",0.00616985752603633,0.0530939576284133,0.159,0.123,1,"Control","Plrg1"
"Eed",0.00619126540601455,0.0720737224662271,0.402,0.355,1,"Control","Eed"
"Dcaf10",0.0062046477894601,0.054951604086095,0.113,0.082,1,"Control","Dcaf10"
"Tmub1",0.00620705851796041,0.0669339833418409,0.186,0.148,1,"Control","Tmub1"
"Mfsd1",0.00620720510998237,0.066211507074259,0.205,0.165,1,"Control","Mfsd1"
"Casc4",0.00621860180649475,0.0647458450346225,0.144,0.112,1,"Control","Casc4"
"Ctsd",0.00623091019051191,0.0615128060210439,0.798,0.756,1,"Control","Ctsd"
"Ppwd1",0.00625010593158813,0.0720673488628365,0.242,0.203,1,"Control","Ppwd1"
"Crot",0.00625270771280012,0.0573681229050588,0.253,0.2,1,"Control","Crot"
"Atg7",0.00628873491542127,0.0559683694004338,0.14,0.106,1,"Control","Atg7"
"Nol11",0.00630902131393746,0.0696967129875802,0.203,0.168,1,"Control","Nol11"
"Ppp1r9b",0.0063225430709285,0.0756610397327655,0.278,0.235,1,"Control","Ppp1r9b"
"Shoc2",0.00634183976799555,0.0519068012325701,0.254,0.205,1,"Control","Shoc2"
"Abhd8",0.00638979592405768,0.0565260270482306,0.372,0.318,1,"Control","Abhd8"
"Zdhhc5",0.0064231822534343,0.0523837650582351,0.112,0.082,1,"Control","Zdhhc5"
"Sigirr",0.00643014549163026,0.0594169191236517,0.27,0.22,1,"Control","Sigirr"
"Fes",0.00652245439620138,0.0548593222871997,0.176,0.136,1,"Control","Fes"
"Pum2",0.00654657531573372,0.068148213566398,0.474,0.421,1,"Control","Pum2"
"Ube3b",0.00657594013845807,0.0645777781594069,0.123,0.101,1,"Control","Ube3b"
"C2cd3",0.0065972338603723,0.0602918238213614,0.224,0.178,1,"Control","C2cd3"
"P2rx1",0.00662062386995732,0.0593838747886276,0.119,0.092,1,"Control","P2rx1"
"Ptpn6",0.00664757404085459,0.0696215736425003,0.515,0.465,1,"Control","Ptpn6"
"Nceh1",0.00664929217679353,0.0736598333800585,0.269,0.221,1,"Control","Nceh1"
"Lrmp",0.00664994547664217,0.0633979199387017,0.398,0.343,1,"Control","Lrmp"
"Dnajc5",0.00666437064881021,0.0729004821677529,0.396,0.349,1,"Control","Dnajc5"
"Ghitm",0.00672804431576149,0.0703849970975013,0.521,0.477,1,"Control","Ghitm"
"Pde4b",0.00673567188439999,0.0615163254537669,0.173,0.131,1,"Control","Pde4b"
"Eprs",0.00674468029170888,0.0718567532326394,0.499,0.45,1,"Control","Eprs"
"Pgap2",0.00675894669859617,0.0693491991360262,0.277,0.233,1,"Control","Pgap2"
"Jade1",0.0068604045936052,0.0598515140780257,0.209,0.168,1,"Control","Jade1"
"Ppp1cc",0.00686580464971646,0.0696808353926581,0.733,0.696,1,"Control","Ppp1cc"
"Dnajc7",0.00687189993041221,0.0722479439139139,0.437,0.393,1,"Control","Dnajc7"
"Mbtd1",0.00689397331748278,0.0926234352553739,0.274,0.237,1,"Control","Mbtd1"
"Serinc1",0.00689689419805314,0.0546250589217624,0.401,0.337,1,"Control","Serinc1"
"Zfp655",0.00690729988805803,0.0550192982674828,0.16,0.124,1,"Control","Zfp655"
"Rhob",0.00690899336837752,0.0636467827195872,0.156,0.122,1,"Control","Rhob"
"Ccndbp1",0.00692871868554533,0.0643664187695975,0.279,0.233,1,"Control","Ccndbp1"
"Dbnl",0.00696499832751637,0.0693119762015332,0.462,0.411,1,"Control","Dbnl"
"Rilpl2",0.00696772803897997,0.0627832849756291,0.254,0.207,1,"Control","Rilpl2"
"Tor1aip1",0.00698952567893762,0.0659704378265958,0.318,0.273,1,"Control","Tor1aip1"
"Stk38",0.00702427525861258,0.0657640239642694,0.337,0.29,1,"Control","Stk38"
"Gprasp1",0.00703728236069392,0.057096003812476,0.181,0.136,1,"Control","Gprasp1"
"Wbp2",0.00714953247373913,0.0608901290967609,0.458,0.405,1,"Control","Wbp2"
"Gtf2b",0.00718458685857905,0.0545443283304204,0.347,0.298,1,"Control","Gtf2b"
"Pkn1",0.00722291357534078,0.0629222996688827,0.314,0.264,1,"Control","Pkn1"
